id,affil1
1379,building chinese hong kong room shatin william
1380,building chinese hong kong room shatin william
1381,baptist building hong kong kowloon room tong
1382,rutgers
1383,hill murray nj rutgers
1384,newark rutgers
1385,newark rutgers
1386,nj rutgers
1387,nj rutgers
1388,aachen rwth
1389,aachen rwth
1390,aachen rwth
1391,aachen informatik rwth
1392,aachen rwth
1393,cken database saarbr saarland
1394,cken saarbr saarland
1395,electronics samsung
1396,electronics samsung
1397,do electronics samsung
1398,diego supercomputer
1399,diego supercomputer
1400,diego jolla la supercomputer
1401,diego supercomputer
1402,diego supercomputer
1403,clara santa
1404,clara santa
1405,sap
1406,ag sap walldorf
1407,ag sap
1408,ag sap walldorf
1409,ag sap walldorf
1410,alto palo sap
1411,alto llc palo sap
1412,di roma sapienza
1413,fl florida miami
1414,communication epfl lausanne
1415,cole communication de epfl lausanne polytechnique rale
1416,communication
1417,nanyang technological
1418,nanyang technological
1419,nanyang technological
1420,seoul
1421,nsw scienceengineering sydney wales
1422,wales
1423,hebrew jerusalem
1424,hebrew jerusalem
1425,cse edu nsw sydney wales
1426,nicta nsw sydney wales
1427,cse edu nsw sydney wales
1428,nicta nsw
1429,rmit
1430,melbourne rmit
1431,carnegie edu mellon pa
1432,carnegie mellon pa pittsburgh
1433,fl florida international miami
1434,oklahoma
1435,manchester
1436,manchester
1437,waterloo
1438,waterloo
1439,waterloo
1440,waterloo
1441,computing fraser simon
1442,computing fraser simon
1443,bc burnaby computing fraser simon
1444,computing fraser simon
1445,computing
1446,computing kent
1447,computing
1448,computing electronics
1449,computing
1450,electrical seoul
1451,electrical seoul
1452,bloomington indiana informatics
1453,irvine
1454,irvine
1455,university
1456,electrical queensland
1457,brisbane electrical queensland
1458,brisbane electrical queensland
1459,brisbane electrical queensland
1460,ottawa
1461,bombay iit
1462,indiana lafayette purdue
1463,seoul
1464,seoul
1465,electrical seoul
1466,seoul
1467,seoul
1468,bangalore indian serc
1469,oracle redwood server shores
1470,shanghai tong
1471,shanghai tong
1472,shanghai
1473,shanghai
1474,shibaura
1475,saitama shibaura
1476,mateo
1477,mateo
1478,corporate siemens
1479,corporate nj princeton siemens
1480,berkeley business siemens suite
1481,fraser simon
1482,fraser simon
1483,bc burnaby fraser simon
1484,burnaby fraser simon
1485,fraser simon
1486,bc burnaby computing fraser simon
1487,fraser simon vancouver
1488,university
1489,university
1490,university
1491,ag darmstadt software
1492,ag com software
1493,do electronics samsung software
1494,marcos texas
1495,nashua oracle
1496,stanford
1497,stanford
1498,stanford
1499,infolab stanford
1500,stanford
1501,alto palo stanford
1502,alto palo stanford
1503,alto palo stanford
1504,stanford
1505,stanford
1506,edu stanford
1507,stanford
1508,stanford
1509,stanford
1510,stanford
1511,stanford
1512,cruz santa uc
1513,buffalo york
1514,brook stony york
1515,buffalo york
1516,catalonia statistics
1517,att com nj
1518,brook stony
1519,brook ny stony
1520,sen sun yat
1521,binghamton suny
1522,binghamton ny suny
1523,buffalo suny
1524,buffalo ny suny
1525,buffalo ny suny
1526,alto palo
1527,ch eth ethz federal swiss zentrum zurich
1528,eth federal rich swiss
1529,ethz federal rich swiss
1530,federal rich swiss
1531,eth federal swiss zentrum zurich
1532,eth federal swiss zentrum zurich
1533,paris
1534,ny
1535,ny
1536,watson
1537,ibm watson
1538,tavant
1539,tavant
1540,bombay indian mumbai
1541,bombay engg indian mumbai
1542,crete technical
1543,crete technical
1544,crete technical
1545,dortmund technical
1546,munich technical
1547,technical wien
1548,technion
1549,haifa iit technion
1550,technion
1551,haifa technion
1552,haifa technion
1553,haifa technion
1554,dresden technische
1555,dresden technische
1556,nchen technische
1557,nchen technische
1558,de informatik institut nchen technische
1559,munich nchen technische
1560,technische wien
1561,technische wien
1562,aviv tel
1563,aviv tel
1564,aviv tel
1565,aviv tel
1566,aviv tel
1567,telcordia
1568,nj telcordia
1569,nj telcordia
1570,paristech telecom
1571,teradata
1572,teradata
1573,angeles los ncr teradata
1574,teradata
1575,teradata
1576,diego ncr teradata
1577,diego teradata
1578,diego teradata
1579,texas
1580,marcos texas tx
1581,boeing seattle wa
1582,chinese hong kong
1583,chinese hong kong
1584,chinese hong kong
1585,chinese hong kong
1586,chinese hong kong territories
1587,chinese hong kong shatin
1588,chinese hong kong shatin
1589,mary william
1590,mary va william
1591,hebrew
1592,campus hebrew jerusalem
1593,hebrew jerusalem
1594,hebrew jerusalem
1595,hong kong polytechnic
1596,hong kong polytechnic
1597,hong kong kowloon polytechnic
1598,hong kong
1599,bay clear hong kong water
1600,bay hong kong
1601,hong kong
1602,hong kong
1603,hong kong
1604,hong kong kowloon
1605,hopkins johns
1606,mitre
1607,mclean mitre va
1608,mclean mitre va
1609,mclean mitre virginia
1610,advanced automation maryland mclean mitre park virginia
1611,advanced automation maryland mclean mitre park virginia
1612,mitre
1613,ohio
1614,columbus oh ohio
1615,columbus oh ohio
1616,columbus ohio
1617,pa park pennsylvania
1618,hebrew jerusalem
1619,hebrew jerusalem
1620,mountain view
1621,british columbia
1622,bc british columbia vancouver
1623,hong kong
1624,hong kong
1625,hong kong
1626,maryland md park
1627,maryland mclean mitre park va
1628,melbourne
1629,melbourne victoria
1630,dearborn mi michigan
1631,wales
1632,wales
1633,sydney wales
1634,nsw sydney wales
1635,queensland
1636,queensland
1637,brisbane queensland
1638,brisbane ict nicta queensland
1639,arlington texas
1640,arlington texas tx
1641,arlington box cse texas tx
1642,dallas richardson texas tx
1643,tokyo
1644,hawthorne ibm thomas watson
1645,hawthorne ibm ny thomas watson
1646,mountain software view
1647,nchen software
1648,munich software
1649,beijing tsinghua
1650,beijing tsinghua
1651,beijing tsinghua
1652,dresden tu
1653,tu
1654,tu
1655,nchen tu
1656,nchen tu
1657,munich nchen tu
1658,nchen tu
1659,pennsylvania
1660,berkeley
1661,berkeley
1662,cruz santa
1663,di la roma sapienza
1664,british columbia
1665,illinois
1666,michigan
1667,arlington texas
1668,torino
1669,berkeley
1670,berkeley electrical
1671,berkeley electrical
1672,berkeley intel
1673,diego jolla la
1674,lri orsay paris
1675,berkeley uc
1676,berkeley uc
1677,berkeley uc
1678,berkeley uc
1679,berkeley uc
1680,berkeley electrical uc
1681,davis uc
1682,riverside uc
1683,diego uc
1684,diego uc
1685,diego jolla la uc
1686,cruz santa uc
1687,cruz santa uc
1688,cruz santa uc
1689,berkeley uc
1690,diego uc
1691,ucla
1692,angeles los ucla
1693,ucla
1694,angeles los ucla
1695,angeles los ucla
1696,angeles los ucla
1697,angeles los ucla
1698,diego
1699,uiuc
1700,il uiuc urbana
1701,ann arbor
1702,amherst umass
1703,boston ma umass
1704,boston ma umass
1705,chapel hill
1706,bc british columbia ubc vancouver
1707,berkeley
1708,degli di studi torino
1709,di milan milano
1710,di torino
1711,british columbia
1712,british columbia vancouver
1713,buffalo ny
1714,riverside
1715,cruz santa
1716,berkeley electrical
1717,almaden berkeley ibm jose
1718,riverside
1719,diego jolla la
1720,chicago il illinois
1721,champaign illinois urbana
1722,la lafayette louisiana
1723,maryland
1724,maryland park
1725,amherst massachusetts
1726,melbourne
1727,michigan
1728,munich
1729,passau
1730,pennsylvania
1731,la sapienza
1732,arlington texas
1733,arlington texas
1734,tokyo
1735,toronto
1736,seattle washington
1737,seattle wa washington
1738,alon edu washington
1739,ont waterloo
1740,madison wisconsin
1741,madison wi wisconsin
1742,madison wisconsin
1743,dauphine paris
1744,paris
1745,paris sud
1746,de madrid
1747,clara santa
1748,versailles
1749,madison wisconsin
1750,madison wisconsin
1751,barbara santa
1752,wales
1753,de universidad
1754,chile de universidad
1755,chile de universidad
1756,cnica de madrid polit universidad
1757,cnica de madrid polit universidad
1758,de do federal rio universidade
1759,do federal rio universidade
1760,la roma sapienza
1761,basilicata della potenza
1762,basilicata da della potenza
1763,basilicata della potenza
1764,calabria della rende
1765,di milano
1766,di pisa universita
1767,di la roma sapienza
1768,di la roma sapienza universita
1769,di dipartimento informatica it la roma sapienza sistemistica via
1770,di roma tre universita
1771,di torino
1772,roma tre
1773,roma tre
1774,roma tre
1775,roma tre
1776,della roma tre via
1777,basilicata della potenza
1778,cken saarbr
1779,karlsruhe
1780,de informatik institut leipzig uni
1781,magdeburg
1782,mannheim
1783,de informatik mannheim uni
1784,campus de institut leonardo nster uni
1785,informatik mathematik passau und
1786,db de informatik lehrstuhl passau uni
1787,db de informatik lehrstuhl passau uni
1788,passau
1789,cnica de polit
1790,catalonia cnica de polit
1791,bingen
1792,de
1793,de nantes
1794,de fr lri orsay paris sud
1795,dauphine de paris
1796,dauphine paris
1797,paris sud
1798,ny york
1799,ny suny
1800,buffalo york
1801,buffalo ny
1802,buffalo ny york
1803,freiburg
1804,marburg
1805,kingdom united
1806,alberta
1807,alberta computing edmonton
1808,alberta edmonton
1809,antwerp
1810,antwerp
1811,antwerp
1812,arizona
1813,arizona tucson
1814,arizona az
1815,arizona az tucson
1816,arizona az tucson
1817,arizona az tucson
1818,athens
1819,athens
1820,athens
1821,athens hellas
1822,augsburg
1823,basilicata
1824,bologna
1825,british columbia
1826,bc british columbia ubc vancouver
1827,british columbia
1828,british columbia vancouver
1829,british columbia vancouver
1830,bc british columbia ubc vancouver
1831,british columbia vancouver
1832,british columbia vancouver
1833,british columbia ubc
1834,calgary
1835,calgary
1836,university
1837,riverside scienceengineering
1838,berkeley
1839,berkeley
1840,berkeley
1841,davis
1842,davis
1843,irvine
1844,angeles los
1845,riverside
1846,diego jolla la
1847,barbara santa
1848,barbara santa
1849,barbara santa
1850,cruz santa
1851,irvine
1852,irvine
1853,angeles los
1854,angeles los
1855,riverside
1856,diego
1857,diego jolla la
1858,diego
1859,barbara santa
1860,barbara santa
1861,cruz santa
1862,cruz santa
1863,berkeley
1864,berkeley
1865,berkeley
1866,berkeley
1867,berkeley
1868,berkeley
1869,berkeley
1870,berkeley edu
1871,davis
1872,davis edu one
1873,irvine
1874,irvine
1875,irvine
1876,irvine
1877,irvine
1878,irvine
1879,angeles los
1880,angeles los
1881,riverside
1882,riverside
1883,riverside
1884,riverside
1885,diego
1886,diego jolla la
1887,diego
1888,diego jolla la
1889,barbara santa
1890,barbara santa
1891,barbara santa
1892,barbara santa
1893,barbara santa
1894,cruz santa
1895,cruz santa
1896,cruz santa
1897,cruz santa
1898,cruz santa
1899,university
1900,irvine
1901,barbara santa
1902,cambridge
1903,central florida
1904,central fl florida
1905,central oklahoma
1906,crete
1907,dortmund
1908,edinburgh
1909,edinburgh scotland
1910,edinburgh kingdom united
1911,edinburgh scotland
1912,edinburgh scotland
1913,edinburgh
1914,edinburgh united
1915,edinburgh scotland
1916,edinburgh scotland
1917,florida
1918,florida gainesville
1919,fl florida gainesville
1920,fl florida gainesville
1921,fl florida gainesville
1922,florida gainesville
1923,freiburg
1924,freiburg
1925,halle
1926,halle
1927,hannover
1928,heidelberg
1929,heidelberg
1930,heidelberg informatik institut
1931,helsinki
1932,finland helsinki
1933,hong kong
1934,hong kong
1935,hong kong
1936,hong kong
1937,houston tx
1938,houston tx
1939,champaign il urbana
1940,illinois
1941,chicago illinois
1942,chicago il illinois
1943,chicago il illinois
1944,champaign illinois urbana
1945,champaign il illinois urbana
1946,champaign illinois urbana
1947,champaign il illinois urbana
1948,champaign il illinois urbana
1949,champaign il illinois urbana
1950,champaign illinois urbana
1951,illinois urbana
1952,edu il illinois uiuc urbana
1953,chicago illinois
1954,champaign illinois urbana
1955,champaign illinois urbana
1956,champaign il illinois urbana
1957,champaign il illinois urbana
1958,illinois
1959,ioannina
1960,ioannina
1961,kaiserslautern
1962,kaiserslautern
1963,kaiserslautern
1964,konstanz
1965,konstanz
1966,konstanz
1967,konstanz
1968,leipzig
1969,leipzig
1970,leipzig
1971,kingdom london united
1972,london
1973,lafayette louisiana
1974,kingdom manchester united
1975,mannheim
1976,mannheim
1977,marburg
1978,marburg
1979,marburg
1980,maryland
1981,maryland park
1982,baltimore maryland
1983,baltimore maryland md
1984,maryland park
1985,maryland park
1986,maryland park
1987,maryland md park
1988,maryland md park
1989,edu maryland md park umd
1990,maryland md park
1991,maryland park
1992,maryland md
1993,maryland
1994,massachusetts
1995,amherst massachusetts
1996,amherst ma massachusetts
1997,boston massachusetts
1998,amherst massachusetts
1999,amherst ma massachusetts
2000,amherst ma massachusetts
2001,melbourne
2002,melbourne
2003,melbourne victoria
2004,michigan
2005,ann arbor michigan
2006,ann arbor michigan
2007,ann arbor mi michigan
2008,ann arbor mi michigan
2009,ann arbor edu michigan
2010,ann arbor michigan
2011,ann arbor edu michigan
2012,mi michigan
2013,michigan
2014,ann arbor mi michigan
2015,milano
2016,minneapolis minnesota mn
2017,minneapolis minnesota mn
2018,minneapolis minnesota mn
2019,munich
2020,munich
2021,munich
2022,munich
2023,munich
2024,nster
2025,nantes
2026,nantes
2027,wales
2028,wales
2029,sydney wales
2030,nsw sydney wales
2031,carolina chapel hill
2032,carolina chapel hill nc
2033,carolina chapel hill nc
2034,carolina
2035,nsw sydney
2036,oklahoma
2037,ottawa
2038,ontario ottawa
2039,oxford
2040,kingdom oxford united
2041,paris
2042,paris
2043,passau
2044,patras rio
2045,pennsylvania
2046,pennsylvania philadelphia
2047,pa pennsylvania philadelphia
2048,pa pennsylvania philadelphia
2049,pa pennsylvania philadelphia
2050,pennsylvania philadelphia
2051,pa pittsburgh
2052,pa pittsburgh
2053,queensland
2054,brisbane queensland
2055,roma tre
2056,roma
2057,saarbruecken saarland
2058,university
2059,adelaide
2060,adelaide sa
2061,florida
2062,angeles los southern
2063,angeles los southern
2064,angeles los southern
2065,angeles los southern
2066,del marina rey southern
2067,angeles los southern
2068,electrical stuttgart
2069,distributed stuttgart
2070,stuttgart
2071,sydney
2072,sydney
2073,nsw sydney
2074,nsw sydney
2075,texas
2076,arlington texas
2077,arlington texas tx
2078,arlington texas tx
2079,austin texas
2080,austin texas tx
2081,dallas texas
2082,dallas richardson texas tx
2083,texas
2084,texas tx
2085,austin texas tx
2086,austin texas tx
2087,arlington texas
2088,saarland
2089,cken saarbr saarland
2090,box de saarbruecken saarland uni
2091,saarbruecken saarland
2092,saarland
2093,tokyo
2094,torino
2095,toronto
2096,toronto
2097,toronto
2098,ont toronto
2099,on toronto
2100,toronto
2101,on toronto
2102,on toronto
2103,on toronto
2104,ont toronto
2105,ontario toronto
2106,ontario toronto
2107,trento
2108,trento
2109,trento
2110,bingen
2111,enschede twente
2112,enschede twente
2113,enschede twente
2114,twente
2115,utah
2116,utah
2117,utah
2118,vermont
2119,burlington vermont vt
2120,burlington vermont vt
2121,fr prism versailles
2122,washington
2123,alon box edu seattle wa washington
2124,seattle washington
2125,seattle washington
2126,seattle wa washington
2127,edu seattle wa washington
2128,edu seattle wa washington
2129,seattle wa washington
2130,waterloo
2131,waterloo
2132,ontario waterloo
2133,waterloo
2134,on waterloo
2135,ontario waterloo
2136,madison wi
2137,wisconsin
2138,madison wisconsin
2139,madison wi wisconsin
2140,madison wisconsin
2141,madison wisconsin
2142,madison wi wisconsin
2143,madison wisconsin
2144,madison wi wisconsin
2145,madison wi wisconsin
2146,madison wi wisconsin
2147,madison wisconsin
2148,madison wi wisconsin
2149,madison wi wisconsin
2150,madison wi wisconsin
2151,zurich
2152,zurich
2153,rich
2154,fr paris
2155,del marina rey usc
2156,angeles los usc
2157,madison uw
2158,madison uw
2159,sunnyvale
2160,communication ma waltham
2161,virginia
2162,virginia
2163,nster
2164,ks wichita
2165,ks wichita
2166,edu
2167,institut polytechnic worcester
2168,polytechnic worcester
2169,ma polytechnic worcester
2170,ma polytechnic worcester
2171,wright
2172,dayton ohio wright
2173,com de
2174,st
2175,clara santa yahoo
2176,sunnyvale yahoo
2177,sunnyvale yahoo
2178,yahoo
2179,bangalore yahoo
2180,yahoo
2181,bangalore yahoo
2182,berkeley yahoo
2183,yahoo
2184,ny yahoo york
2185,yahoo york
2186,clara santa yahoo
2187,clara santa yahoo
2188,clara santa yahoo
2189,sunnyvale yahoo
2190,sunnyvale yahoo
2191,bangalore yahoo
2192,yahoo
2193,sunnyvale yahoo
2194,sunnyvale yahoo
2195,sunnyvale
2196,yale
2197,haven yale
2198,haven yale
2199,haven yale
2200,york
2201,ontario toronto york
2202,york
2203,on toronto york
2204,on toronto york
2205,zhejiang
2206,zhejiang
