id,affil1
465,"Department of Computer Science, Southwest Texas State University, San Marcos, TX 78666 USA; e-mail: angu@swt.edu"
466,"Department of Computer Science, Stanford University, USA"
467,"Department of Computer Science, Stanford, CA"
468,"Department of Computer Science, State University of New York at Stony Brook, Stony Brook, NY"
469,"Department of Computer Science, SUNY at Binghamton, USA"
470,"Department of Computer Science, Swiss Federal Institute of Technology (ETHZ), ETH Zentrum, Z��rich, Switzerland"
471,"Department of Computer Science, The Technion, Haifa, Israel"
472,"Department of Computer Science, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
473,"Department of Computer Science, University of Arizona, AZ"
474,"Department of Computer Science, University of Arizona, Tucson, AZ"
475,"Department of Computer Science, University of British Columbia"
476,"Department of Computer Science, University of British Columbia, Vancouver, BC V6T 1Z4 Canada"
477,"Department of Computer Science, University of British Columbia, Vancouver, Canada"
478,"Department of Computer Science, University of Calgary, Calgary, Canada"
479,"Department of Computer Science, University of Calgary, Canada"
480,"Department of Computer Science, University of California at Davis, USA"
481,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA"
482,"Department of Computer Science, University of California Santa Cruz, Santa Cruz, CA"
483,"Department of Computer Science, University of California, Los Angeles, California 90095, USA; e-mail: &lcub;csy,zaniolo&rcub;@cs.ucla.edu"
484,"Department of Computer Science, University of California, Riverside"
485,"Department of Computer Science, University of California, Santa Barbara"
486,"Department of Computer Science, University of California, Santa Barbara, CA"
487,"Department of Computer Science, University of Chile, Blanco Encalada 2120, Santiago, Chile; e-mail: gnavarro@dcc.uchile.cl"
488,"Department of Computer Science, University of Helsinki, Finland"
489,"Department of Computer Science, University of Helsinki, Helsinki, Finland"
490,"Department of Computer Science, University of Hong Kong, Hong Kong"
491,"Department of Computer Science, University of Hong Kong, Hong Kong, China"
492,"Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong"
493,"Department of Computer Science, University of Illinois at Chicago, Chicago, USA"
494,"Department of Computer Science, University of Illinois at Chicago, USA"
495,"Department of Computer Science, University of Illinois at Urbana-Champaign, IL 61801, Urbana, USA"
496,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
497,"Department of Computer Science, University of Magdeburg, Germany"
498,"Department of Computer Science, University of Magdeburg, Magdeburg, Germany"
499,"Department of Computer Science, University of Maryland"
500,"Department of Computer Science, University of Maryland, College Park"
501,"Department of Computer Science, University of Maryland, USA"
502,"Department of Computer Science, University of Massachusetts, Amherst, MA"
503,"Department of Computer Science, University of Massachusetts, USA"
504,"Department of Computer Science, University of Minnesota, Minneapolis, MN"
505,"Department of Computer Science, University of Pittsburgh"
506,"Department of Computer Science, University of Pittsburgh, USA"
507,"Department of Computer Science, University of Southern California, CA 90088, Los Angeles, USA"
508,"Department of Computer Science, University of Southern California, Los Angeles, CA"
509,"Department of Computer Science, University of Southern Maine, Portland, USA"
510,"Department of Computer Science, University of Texas at Dallas, TX 75083-0688, Richardson, USA"
511,"Department of Computer Science, University of Toronto"
512,"Department of Computer Science, University of Toronto, 10 King's College Road, Toronto, ON, M5S 1A4, Canada"
513,"Department of Computer Science, University of Toronto, Bahen Center for Information Technology, Toronto, Canada M5S 2E4"
514,"Department of Computer Science, University of Toronto, Canada"
515,"Department of Computer Science, University of Toronto, Toronto, Canada"
516,"Department of Computer Science, University of Toronto, Toronto, Canada M5S 3G4"
517,"Department of Computer Science, University of Toronto, Toronto, Canada; E-mail: mendel@cs.toronto.edu"
518,"Department of Computer Science, University of Toronto, Toronto, ON, Canada"
519,"Department of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada e-mail: {apmarathe,kmsalem}@uwaterloo.ca"
520,"Department of Computer Science, University of Wisconsin-Madison, 1210 West Dayton Street, Madison, WI 53706-1685, USA; e-mail: &lcub;dewitt, markhill&rcub;&commat;cs.wisc.edu"
521,"Department of Computer Science, Virginia Tech, 7054 Haycock Road, Falls Church, VA 22043 USA; e-mail: {brahim,athman}@vt.edu"
522,"Department of Computer Science, Virginia Tech, 7054 Haycock Road, VA 22043, Falls Church, USA"
523,"Department of Computer Science, Virginia Tech, Blacksburg, USA 24061"
524,"Department of Computer Science, Wichita State University, Wichita, KS"
525,"Department of Computer Science, Worcester Polytechnic Institute, MA 01609-2280, Worcester, USA"
526,"Department of Computer Science, Worcester Polytechnic Institute, USA"
527,"Department of Computer Science, Worcester Polytechnic Institute, Worcester, MA"
528,"Department of Computer Science, Wright State University, Dayton, OH"
529,"Department of Computer Science, Zhejiang University, HangZhou, P.R.China"
530,"Department of Computer Sciences, Purdue University, 250 N. University Street, IN 47907, West Lafayette, USA"
531,"Department of Computer Sciences, Purdue University, 250 N. University Street, West Lafayette, IN 47907 USA; e-mail: ake@cs.purdue.edu"
532,"Department of Computer Sciences, Purdue University, USA"
533,"Department of Computer Sciences, Purdue University, West Lafayette IN"
534,"Department of Computer Sciences, Purdue University, West Lafayette, IN"
535,"Department of Computer Sciences, Purdue University, West Lafayette, IN 47907-1398, USA"
536,"Department of Computer Sciences, Purdue University, West Lafayette, Indiana"
537,"Department of Computer Sciences, Purdue University, West Lafayette, USA"
538,"Department of Computer Sciences, Purdue University, West Lafayette, USA 47907-2107"
539,"Department of Computer Sciences, University of Wisconsin-Madison"
540,"Department of Computer Sciences, University of Wisconsin-Madison, 1210 W. Dayton Street, WI 53706, Madison, USA"
541,"Department of Computer Sciences, University of Wisconsin, Madison"
542,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI"
543,"Department of Computer, Science, Worcester Polytechnic Institute, Worcester, MA"
544,"Department of Computing Science, University of Alberta, Alberta, Canada; E-mail: drafiei@cs.ualberta.ca"
545,"Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"
546,"Department of Computing Science, University of Glasgow, Glasgow, G12 8QQ, UK; e-mail: &lcub;ela,mpa,rwi&rcub;&commat;dcs.gla.ac.uk"
547,"Department of Computing Science, University of Illinois at Urbana-Champaign, 1304 West Springfield Ave, IL 61801 USA; e-mail: hanj&commat;cs.uiuc.edu"
548,"Department of CS, ETHZ, Z��rich, Switzerland"
549,"Department of CS, National University of Singapore, Singapore, Singapore"
550,"Department of CS, Portland State University"
551,"Department of EECS and Laboratory of Computer Science, M.I.T., MA 02139, Cambridge, USA"
552,"Department of EECS and Laboratory of Computer Science, Massachussetts Institute of Technology, USA"
553,"Department of EECS, University of Michigan"
554,"Department of EECS, University of Michigan, Ann Arbor, MI"
555,"Department of EECS, University of Michigan, Ann Arbor, USA"
556,"Department of EECS, University of Michigan, Ann Arbor, USA 48109"
557,"Department of Electrical and Computer Engineering and Department of Computer Science, Univerity of Toronto, Ontario, Canada"
558,"Department of Electrical and Computer Engineering and Department of Computer Science, University of Toronto, Canada"
559,"Department of Electrical and Computer Engineering, Carnegie Mellon University, USA"
560,"Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, USA 44106"
561,"Department of Electrical Engineering and Computer Science, Northwestern University, USA"
562,"Department of Electrical Engineering and Computer Science, University of Michigan"
563,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"
564,"Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, CA 94720, Berkeley, USA"
565,"Department of Electrical Engineering, National Taiwan University, ROC"
566,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan, ROC"
567,"Department of Electronic and Computer Engineering, National Technical University of Athens, Hellas, Greece; e-mail: timos@cs.ntua.gr"
568,"Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan"
569,"Department of Informatics and Telecommunications, University of Athens, Athens, Greece"
570,"Department of Informatics, Aristotle University of Thessaloniki, Greece; e-mail: &lcub;alex,manolopo&rcub;&commat;delab.csd.auth.gr"
571,"Department of Informatics, Athens University of Economics and Business, Hellas, Greece; e-mail: mvazirg@aueb.gr"
572,"Department of Information and Communication Technology, University of Trento, Italy"
573,"Department of Information and Computer Engineering, Chung Yuan Christian University, Chung Li, Taiwan, ROC"
574,"Department of Information and Computer Science, University of California, Irvine, California"
575,"Department of Information and Software Engineering, George Mason University, Fairfax, Virginia, USA; E-mail: xywang@gmu.edu"
576,"Department of Information and Software Engineering, George Mason University, USA"
577,"Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan"
578,"Department of Mathematics and Computer Science, Emory University, Atlanta, GA and Institute of Information Science, Academia Sinica, Taipei, Taiwan"
579,"Department of Mathematics and Computer Science, University of Mannheim"
580,"Department of Mathematics and Computer Science, University of Marburg, 35032 Marburg, Germany"
581,"Department of Mathematics and CS, University of Marburg, Marburg, Germany"
582,"Department of Mechanical Engineering, Massachusetts Inst. of Technology, Cambridge, MA"
583,"Department of Statistics, Carnegie Mellon University, Pittsburgh, PA"
584,"Department of Statistics, Carnegie Mellon University, USA"
585,"Department of Statistics, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
586,"Department of System Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
587,"Department of Systems Engineering and Engineering Management, Chinese University of Hong Kong, Shatin, N.T., China; e-mail: yu&commat;se.cuhk.edu.hk"
588,"Department of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
589,"Dept of Computer Science, University of Massachusetts, Amherst, MA"
590,"Dept of EECS, UC Berkeley"
591,"Dept. de Computa??o, Inst. de Ci��ncias Matem��ticas e de Computa??o, Universidade de S?o Paulo, S?o Carlos, SP, Brazil"
592,"Dept. of CIS, NJIT, NJ"
593,"Dept. of Computer Science & Engineering, University of, Washington, Seattle, WA"
594,"Dept. of Computer Science and Engg., I.I.T., Bombay"
595,"Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong"
596,"Dept. of Computer Science and Engineering, Hong Kong Univ. of Science and Technology, Clear Water Bay, Hong Kong SAR, China"
597,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA"
598,"Dept. of Computer Science, Cornell University"
599,"Dept. of Computer Science, Duke University, Durham, NC"
600,"Dept. of Computer Science, Hong Kong Univ. of Sci. & Tech., Hong Kong, China"
601,"Dept. of Computer Science, SUNY at Binghamton, Binghamton, NY"
602,"Dept. of Computer Science, The Hong Kong Univ. of Science and Technology, Hong Kong, China"
603,"Dept. of Computer Science, Tufts University"
604,"Dept. of Computer Science, U. of Illinois at Chicago, Chicago, IL"
605,"Dept. of Computer Science, UIUC"
606,"Dept. of Computer Science, Univ. of Illinois at Chicago, Chicago, IL"
607,"Dept. of Computer Science, Univ. of Manchester, United Kingdom"
608,"Dept. of Computer Science, University of Arizona, Tucson, AZ"
609,"Dept. of Computer Science, University of Illinois at Urbana-Champaign"
610,"Dept. of Computer Science, University of Maryland"
611,"Dept. of Computer Science, University of Toronto"
612,"Dept. of Computer Science, University of Waterloo"
613,"Dept. of CS, SUNY at Binghamton, Binghamton, NY"
614,"Dept. of CS, U. of Illinois at Chicago, Chicago, IL"
615,"Dept. of Electrical and Computer Eng., National Technical University of Athens, Greece"
616,"Dept. of Electrical Engineering & Computer Science, Korea Advanced Institute of Science and Technology (KAIST)"
617,"Dept. of Info. & Software Eng., George Mason University"
618,"Dept. of Informatics and Telecommunications, University of Athens, Athens, Hellas"
619,"Dept. of Information and Computer Science, University of California, Irvine"
620,"Dept. of Mechanical & Aerospace Engineering, Cornell University"
621,"Dept. of Physics and Astronomy, The Johns Hopkins University, Baltimore, MD"
622,"Dept. of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
623,"DIA - Universit�� Roma Tre, Roma, Italy"
624,"DII, Univ. di Modena e Reggio Emilia, Modena, Italy"
625,"DIMET Department, University """"Mediterranea"""" of Reggio Calabria, Reggio Calabria, Italy"
626,"Dip. di Informatica, Univ. di Torino, Torino, Italy"
627,"Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133 Milan, Italy; E-mail: {bonifati,ceri,parabosc}@elet.polimi.it"
628,"Dipartimento di Informatica e Sistemistica, Universit�� di Roma """"La Sapienza"""", Italy"
629,"Dipartimento di Informatica e Sistemistica, Universit�� di Roma """"La Sapienza"""", Via Salaria, 113, Roma, Italy"
630,"Dipartimento di Matematica Pure ed Applicata, Universita, Degli Studi di L'Aquila, L'Aquila, Italy"
631,"Dipartimento di Scienze dell'Informazione, Universit�� degli Studi di Milano, Via Comelico 39/41, 20135 Milano, Italy e-mail: bertino@dsi.unimi.it, ugo_capuozzo@rcm.inet.it"
632,"Distributed Information Systems Laboratory, School of Computer and Communication Sciences, EPFL, EPFL-IC-LSIR, Lausanne, Switzerland 1015"
633,"Division of Computer Science, Department of Mathematical Sciences, University of North Carolina at Greensboro, Bryan 383, NC 27402-6170, Greensboro, USA"
634,"Division of Computer Science, Korea Advanced Institute of Science and Technology"
635,"Domaine de Voluceau, INRIA, 78153, Le Chesnay, France"
636,Dortmund University
637,"Dresden Technical University, Dresden, Germany"
638,Dresden University of Technology
639,"Dresden University of Technology, Database Technology Group"
640,"Dresden University of Technology, Database Technology Group, Dresden, Germany"
641,"Dresden University of Technology, Dresden, Germany"
642,"Dresden University of Technology, Software Engineering Group, Dresden, Germany"
643,Drexel University
644,"DSI-Universit�� di Milano, Via Comelico, 39/41, 20135 Milano Italy"
645,"DSI-Universit�� di Milano, Via Comelico, 39/41, 20135 Milano, Italy"
646,"DSI, Universit�� di Milano, Italy"
647,Duke University
648,"Duke University, Durham, NC"
649,"Duke University, Durham, NC, USA"
650,"Duke University, Durham, North Carolina"
651,"E-Health Research Centre/CSIRO ICT, Australia"
652,"E.piphany, Inc."
653,"Ecole Nationale Superieure, de Telecommunications, Paris, France"
654,"��cole Normale Sup��rieure de Paris, France"
655,"Ecole Polytechnique F��d��ral de Lausanne & Google, LTAA, Lausanne, Switzerland"
656,"Ecole Polytechnique F��d��ral de Lausanne, LTAA, Lausanne, Switzerland"
657,"Ecole Polytechnique F��d��rale de Lausanne (EPFL), Lausanne, Switzerland"
658,"��cole Polytechnique F��d��rale de Lausanne, Lausanne, Switzerland"
659,"��cole Polytechnique F��d��rale de Lausanne, Switzerland"
660,"EECS Computer Science Division, UC Berkeley"
661,"EECS Computer Science Division, University of California Berkeley, Berkeley, CA"
662,"EECS Department, Tufts University, Medford, MA"
663,"EECS Department, UC Berkeley"
664,"EECS Dept, Case Western Reserve University, Cleveland, Ohio"
665,"EECS Dept., UC Berkeley"
666,"Eindhoven Technical University, Eindhoven, The Netherlands"
667,"Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"
668,"Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, USA 48109"
669,"Electrical Engineering Department, National Taiwan University, Taipei, Taiwan, ROC"
670,"Electrical Engineering Department, National Taiwan University, Taipei, Taiwan, ROC and Department of Engineering Science, National Cheng Kung University, Tainen city, Taiwan, ROC 701"
671,"Embedded System Technology Group, Information Technology Lab., LG Electronics Institute of Technology, Seocho-Gu, Seoul, Korea"
672,"Embrapa - Brazilian Agricultural Research Corporation, Av. Dr. Andre Torsello, 209, SP, 13083-886, Campinas, Brazil"
673,"Emory University, Atlanta, GA"
674,EPFL
675,"EPFL, Lausanne, Switzerland"
676,"EPFL, Switzerland"
677,"Epiphany Inc., Palo Alto, CA"
678,"Epiphany, USA"
679,ETH Zurich
680,"ETH Zurich, CH"
681,"ETH Z��rich, CH 8092 Z��rich, Switzerland"
682,"ETH Zurich, Switzerland"
683,"ETH Zurich, Zurich"
684,"ETH Zurich, Zurich, Switzerland"
685,"ETH Zurich, Zurich, Switzerland 8092"
686,"European Organization for Nuclear Research (CERN), Geneva, Switzerland"
687,Facebook Data Infrastructure Team
688,"Facebook, Palo Alto, CA, USA"
689,Fachbereich Mathematik und Informatik Universit?t Marburg - Germany
690,faculty at the University of Wisconsin-Madison
691,"Faculty of Computer Science, Free University of Bozen-Bolzano, Bolzano, Italy"
692,"Faculty of EEMCS, University of Twente, Enschede, The Netherlands 7500AE"
693,"Faculty of Mathematics and Computer Science, University of Hagen, Hagen, Germany 58084"
694,"Fakult?t f��r Mathematik und Informatik, University of Mannheim, Germany"
695,FernUniv. Hagen
696,"FernUniversit?t Hagen, Hagen, Germany"
697,FIU
698,Florida International University
699,"Florida International University, Miami, FL"
700,"Florida International University, Miami, FL, USA"
701,"Florida International University, University Park, Miami, FL, USA"
702,"Florida State University, Tallahassee, FL"
703,"Florida State University, Tallahassee, FL, USA"
704,"Florida State University, Tallahassee, USA"
705,"Forschungszentrum Informatik (FZI), University of Karlsruhe, 76131, Karlsruhe, Germany"
706,FORWISS
707,"France Telecom R&D , France"
708,"Free University of Bozen-Bolzano, Bozen-Bolzano BZ, Italy"
709,"Free University of Bozen-Bolzano, Bozen-Bolzano, Italy"
710,"Free University of Bozen-Bolzano, Bozen, Italy"
711,"Free University of Bozen-Bolzano, Faculty of Computer Science, Italy"
712,Fudan University
713,"Fudan University, China"
714,"Fudan University, Shanghai, China"
715,"George Mason Univ., Fairfax. VA"
716,George Mason University
717,"George Mason University, Fairfax, VA"
718,"George Mason University, Fairfax, Virginia"
719,"George Mason University, Fairfax, VT, USA"
720,"George Washington University, Washington D.C., DC, USA"
721,"George Washington University, Washington, D.C., DC, USA"
722,Georgia Institute of Technology
723,"Georgia Institute of Technology, 30332 Atlanta, GA, USA"
724,"Georgia Institute of Technology, Atlanta, GA"
725,"Georgia Institute of Technology, Atlanta, GA, USA"
726,"Georgia Institute of Technology, College of Computing"
727,"Georgia State University, Atlanta, GA"
728,Georgia Tech
729,"Gigabeat, Inc. Palo Alto CA"
730,"Global Scientific Information and Computing Center, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
731,Google
732,Google Inc.
733,"Google Inc., Mountain View, CA"
734,"Google Inc., Mountain View, CA, USA"
735,"Google Inc., Mountain View, California"
736,"Google Inc., Mountain View, USA"
737,"Google Inc., Mountain View, USA 94043"
738,"Google, Inc."
739,"Google, Inc., Mountain View, CA"
740,"Google, Inc., Mountain View, CA, USA"
741,"Google, Inc., Mountain View, USA 94043"
742,"Google, Inc., New York, NY"
743,"Google, Mountain View, CA, USA"
744,Greenplum
745,"Greenplum Inc., San Mateo, CA, USA"
746,Haifa University
747,"Haifa University, Haifa, Israel"
748,"Haifa, Israel"
749,Harbin Institute of Tech.
750,Harbin Institute of Technology
751,"Harbin Institute of Technology, China"
752,"Harbin Institute of Technology, Harbin, China"
753,"Hasso-Plattner-Institut, Potsdam"
754,"Hasso-Plattner-Institut, Potsdam, Germany"
755,Hebrew University
756,"Hebrew University of Jerusalem, Jerusalem, Israel"
757,"Hebrew University, Jerusalem, Israel"
758,"HeliXense Pte Ltd, Singapore"
759,"HeliXense Pte Ltd., Singapore"
760,"Helsinki University of Technology, HUT, Finland"
761,"Hewlett Packard Laboratories, Palo Alto, CA"
762,"Hewlett Packard Laboratories, Palo Alto, CA, USA"
763,"Hewlett Packard, Palo Alto, CA"
764,"Hewlett-Packard Company, 1501 Page Mill Road, Palo Alto, CA"
765,"Hewlett-Packard Company, Houston, TX"
766,"Hewlett-Packard Company, Tomball Parkway, Houston, TX"
767,"Hewlett-Packard Laboratories, Palo Alto, CA"
768,"Hewlett-Packard Laboratories, Palo Alto, California"
769,Hewlett-Packard Labs
770,"Hewlett-Packard Labs, Palo Alto, CA"
771,"Hewlett-Packard, Palo Alto, CA"
772,"Highbridge Capital Management LLC, USA"
773,"Highbridge Capital Management LLC, USA, USA"
774,HKUST
775,"HKUST, Clear Water bay, Hong Kong"
776,"HKUST, Hong Kong, China"
777,Hong Kong Baptist University
778,"Hong Kong Baptist University, Hong Kong"
779,"Hong Kong Polytechnic University, Hung Hom, Hong Kong"
780,"Hong Kong Polytechnic University, Kowloon, Hong Kong"
781,"Hong Kong Univ. of Science and Technology, Hong Kong, China"
782,Hong Kong University of Science & Technology
783,"Hong Kong University of Science & Technology, Hong Kong, China"
784,Hong Kong University of Science and Technology
785,"Hong Kong University of Science and Technology, China"
786,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"
787,"Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"
788,"Hong Kong University of Science and Technology, Hong Kong"
789,"Hong Kong University of Science and Technology, Hong Kong, China"
790,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
791,"Hong Kong University of Science and Technology, Kowloon, Hong Kong"
792,"Hong Kong University, Hong Kong, Hong Kong"
793,"HP Laboratories, Palo Alto, CA"
794,"HP Labs, Palo Alto, CA"
795,"HP Labs, Palo Alto, CA, USA"
796,"HP, Palo Alto, CA, USA"
797,"Huazhong University of Science and Technology, Hong Kong"
798,"Huazhong University of Science and Technology, Wuhan, China"
799,"Humboldt Universit?t zu Berlin, Berlin, Germany"
800,"Humboldt-Universit?t und Fachhochschule f��r Technik und Wirtschaft, Germany"
801,Humboldt-Universit?t zu Berlin
802,"Humboldt-Universit?t zu Berlin, Berlin, Germany"
803,"Humboldt-Universit?t zu Berlin, Germany"
804,"Humboldt-Universit?t zu Berlin, Kelman GmbH, Berlin, Germany"
805,"Humboldt-University zu Berlin, Berlin, Germany"
806,"i-TV-T AG, Germany"
807,"i-TV-T AG, Unterf?hring"
808,I.I.T. Bombay
809,"I.N.R.I.A. Rocquencourt, Cedex, France"
810,"I.N.R.I.A., Rocquencourt, France; e-mail: &lcub;Vincent.Aguilera,Pierangelo.Veltri&rcub;&commat;inria.fr"
811,IBM
812,IBM Almaden
813,"IBM Almaden RC, San Jose, CA"
814,IBM Almaden Res. Ctr.
815,IBM Almaden Research Center
816,"IBM Almaden Research Center San Jose , CA"
817,"IBM Almaden Research Center, 650 Harry Road, San Jose, CA"
818,"IBM Almaden Research Center, 650 Harry Road, San Jose, CA 95120, USA; E-mail: {shanmuga, shekita, bgl, pirahesh, reinwald}@almaden.ibm.com; barr@cs.cornell.edu; carey@propel.com"
819,"IBM Almaden Research Center, San Jos, CA, USA"
820,"IBM Almaden Research Center, San Jose , CA, USA"
821,"IBM Almaden Research Center, San Jose CA"
822,"IBM Almaden Research Center, San Jose, CA"
823,"IBM Almaden Research Center, San Jose, CA, USA"
824,"IBM Almaden Research Center, San Jose, California"
825,"IBM Almaden Research Center, San Jose, USA"
826,"IBM Almaden Research Center, San Jose, USA 95120"
827,"IBM Almaden Research Center, USA"
828,"IBM Almaden Research Lab, San Jose, CA"
829,"IBM Almaden Research, Almaden, CA"
830,"IBM Almaden Research, Center"
831,"IBM Almaden Research, San Jose, CA"
832,"IBM Almaden, Research Center, San Jose, CA"
833,"IBM Almaden, San Jose, CA, USA"
834,"IBM Boeblingen Lab, B?blingen, Germany"
835,"IBM Boeblingen Laboratory, Boeblingen, Germany"
836,"IBM Canada Ltd., 1150 Eglinton Ave. E., Toronto, Ontario M3C 1H7, Canada"
837,"IBM Canada, Toronto, ON, Canada"
838,"IBM China Research Lab, BeiJing, China"
839,"IBM China Research Lab, China"
840,"IBM China Research Laboratory, Beijing, China"
841,"IBM China Research Laboratory, ShangDi, Beijing, China"
842,"IBM Corporation, San Jose, CA"
843,"IBM Database Tech. Inst., Austin, TX"
844,"IBM Deutschland, B?blingen, Germany"
845,"IBM Entwicklung GmbH, B?blingen, Germany"
846,IBM Germany
847,"IBM Germany, Boeblingen"
848,"IBM Germany, Germany"
849,"IBM Haifa Labs, Israel"
850,"IBM Haifa Research Lab, Haifa, Israel"
851,"IBM India Research Lab, India"
852,"IBM India Research Lab, New Delhi, India"
853,"IBM India Research Lab, SIRC"
854,"IBM India Research Lab., Hauz Khas, New Delhi, India"
855,IBM Indian Research Laboratory
856,IBM Portland
857,IBM Research
858,"IBM Research Laboratory, Haifa, Israel"
859,"IBM Research, Haifa, Israel"
860,"IBM Research, New Delhi, India"
861,"IBM Research, Yorktown Heights, NY"
862,IBM San Jose CA USA
863,IBM Silicon Valley Lab
864,"IBM Silicon Valley Lab, San Jose CA"
865,"IBM Silicon Valley Lab, San Jose, CA"
866,"IBM Silicon Valley Lab, San Jose, USA 95141"
867,"IBM Silicon Valley Lab, USA"
868,"IBM Silicon Valley Lab., San Jose, CA"
869,IBM Silicon Valley Laboratory
870,"IBM Silicon Valley Laboratory, San Jose, CA"
871,"IBM Silicon Valley Laboratory, San Jose, California"
872,IBM Silicon Valley Labs
873,"IBM Silicon Valley, Laboratory"
874,"IBM Sillicon Valley Lab, San Jose, CA, USA"
875,IBM Software Group
876,"IBM Software Group, Canada"
877,"IBM Software Group, India"
878,"IBM Software Lab, India, Golden Enclave, Bangalore 560017 India"
879,IBM T. J. Watson Res. Center
880,IBM T. J. Watson Research Center
881,"IBM T. J. Watson Research Center, Hawhorne, NY"
882,"IBM T. J. Watson Research Center, Hawthorne NY"
883,"IBM T. J. Watson Research Center, Hawthorne, New York"
884,"IBM T. J. Watson Research Center, Hawthorne, NY"
885,"IBM T. J. Watson Research Center, Hawthorne, NY, USA"
886,"IBM T. J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
887,"IBM T. J. Watson Research Center, Road, Hawthorne, NY"
888,"IBM T. J. Watson Research Center, Westchester, NY, USA"
889,"IBM T. J. Watson Research Center, Yorktown Heights, NY"
890,"IBM T. J. Watson Research Center, Yorktown Heights, NY, USA"
891,"IBM T. J. Watson Research Center, Yorktown, NY"
892,"IBM T. J. Watson Research, Hawthorne, NY"
893,"IBM T. J. Watson, Research Center"
894,IBM T.J. Watson Research Center
895,"IBM T.J. Watson Research Center Hawthorne, NY"
896,"IBM T.J. Watson Research Center, Hawthorne, New York"
897,"IBM T.J. Watson Research Center, Hawthorne, NY"
898,"IBM T.J. Watson Research Center, Hawthorne, USA"
899,"IBM T.J. Watson Research Center, New York"
900,"IBM T.J. Watson Research Center, USA"
901,"IBM T.J. Watson Research Center, Yorktown Heights, NY"
902,"IBM T.J. Watson Research Center, Yorktown Heights, USA"
903,"IBM T.J. Watson Research Ctr., Hawthorne, NY"
904,"IBM T.J. Watson Research Labs, Yorktown Heights, USA 10598"
905,"IBM T.J. Watson Research, Hawthorne, NY"
906,"IBM T.J. Watson Research, Hawthorne, NY, USA"
907,"IBM Thomas J. Watson Research Center, Hawthorne, NY"
908,"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA"
909,"IBM Thomas J. Watson Research Centre, Yorktown, USA 10598"
910,IBM TJ Watson Research Center
911,"IBM Tokyo Research Lab, Tokyo, Japan"
912,IBM Tokyo Research Laboratory
913,IBM Toronto
914,"IBM Toronto Development Lab, Markham, ON, Canada"
915,"IBM Toronto Development Laboratory, Markham, ON, Canada"
916,"IBM Toronto Development Laboratory, ON, Canada"
917,IBM Toronto Lab
918,"IBM Toronto Lab, Markham, ON"
919,"IBM Toronto Lab, Markham, ON, Canada"
920,"IBM Toronto Lab, Markham, Ontario, Canada"
921,"IBM Toronto Lab, Toronto, Canada"
922,"IBM Toronto Lab, Toronto, ON, Canada"
923,IBM Toronto Laboratories
924,"IBM Toronto Laboratories, Markham, Ontario, Canada"
925,IBM Toronto Laboratory
926,"IBM Toronto Laboratory, Markham, Ontario, Canada"
927,"IBM Toronto Labs, Markham, Ontario, Canada"
928,"IBM Toronto Software Lab., Markham, Ontario, Canada"
929,"IBM Toronto Software Laboratory, Markham, Ontario, Canada"
930,IBM Watson
931,IBM Watson Research Center
932,"IBM Watson Research Center, Hawthorne, NY"
933,"IBM Watson, Hawthorne, NY"
934,IBM Yamato Software Laboratory
935,"IBM, Beijing, China"
936,"IBM, Hawthorne"
937,"IBM, San Jose, CA"
938,"IBM, San Jose, CA, USA"
939,"IBM, San Jose, California"
940,"IBM, Toronto, Canada"
941,"ICAR - CNR, Rende, Italy"
942,Icar CNR
943,"Icar CNR, Italy"
944,"ICAR-CNR, Rende (CS), Italy"
945,"IIIT-H: Hyderabad, Hyderabad, India"
946,IIT Bombay
