id,title,authors,venue,year
503,implementing xquery,p cotton,sigmod conference,2002
504,data bubbles : quality preserving performance boosting for hierarchical clustering,"m breunig , h kriegel , p krіger , j sander",sigmod conference,2001
505,an extensible notation for spatiotemporal index queries,"v tsotras , c jensen , r snodgrass",sigmod record,1998
506,applications of the java programming language to database management,"b burton , v marek",sigmod record,1998
507,bit-sliced index arithmetic,"d rinfret , p o'neil , e o'neil",sigmod conference,2001
508,"a robust , optimization-based approach for approximate answering of aggregate queries","s chaudhuri , g das , v narasayya",sigmod conference,2001
509,adaptable query optimization and evaluation in temporal middleware,"g slivinskas , c jensen , r snodgrass",sigmod conference,2001
510,the microsoft database research group,"d lomet , r barga , s chaudhuri , p larson , v narasayya",sigmod record,1998
511,standards in practice,"a eisenberg , j melton",sigmod record,1998
512,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,"c bіhm , b braunmќller , f krebs , h kriegel",sigmod conference,2001
513,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001
514,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998
515,experiences in mining aviation safety data,"z nazeri , e bloedorn , p ostwald",sigmod conference,2001
516,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,,,1998
517,global optimization of histograms,"h jagadish , h jin , b ooi , k tan",sigmod conference,2001
518,unbundling active functionality,"s gatziu , a koschel , g bќltzingsloewen , h fritschi",sigmod record,1998
519,dynamic buffer allocation in video-on-demand systems,"s lee , k whang , y moon , i song",sigmod conference,2001
520,dna-miner : a system prototype for mining dna sequences,"j han , h jamil , y lu , l chen , y liao , j pei",sigmod conference,2001
521,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998
522,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"a datta , k dutta , k ramamritham , h thomas , d vandermeer",sigmod conference,2001
523,predator : a resource for database research,p seshadri,sigmod record,1998
524,materialized views and data warehouses,n roussopoulos,sigmod record,1998
525,clio : a semi-automatic tool for schema mapping,"m hernсndez , r miller , l haas",sigmod conference,2001
526,workshop report on experiences using object data management in the real-world,,,1998
527,efficient evaluation of xml middle-ware queries,"m fernandez , a morishima , d suciu",sigmod conference,2001
528,enabling dynamic content caching for database-driven web sites,"k candan , w li , q luo , w hsiung , d agrawal",sigmod conference,2001
529,report on the second ieee metadata conference ( metadata ' 97 ),,,1998
530,"cosima - your smart , speaking e-salesperson","w kieпling , s holland , s 0003 , t ehm",sigmod conference,2001
531,data-driven understanding and refinement of schema mappings,"l yan , r miller , l haas , r fagin",sigmod conference,2001
532,towards on-line analytical mining in large databases,j han,sigmod record,1998
533,efficient computation of iceberg cubes with complex measures,"j han , j pei , g dong , k wang",sigmod conference,2001
534,catalog management in websphere commerce suite,t maguire,sigmod conference,2001
535,where will object techonology drive data administration ?,a rosenthal,sigmod record,1998
536,automatic segmentation of text into structured records,"v borkar , k deshmukh , s sarawagi",sigmod conference,2001
537,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001
538,repositories and object oriented databases,p bernstein,sigmod record,1998
539,workflow history management,"p koksal , s arpinar , a dogac",sigmod record,1998
540,adaptive precision setting for cached approximate values,"c olston , b loo , j widom",sigmod conference,2001
541,towards a richer web object model,f manola,sigmod record,1998
542,fast-start : quick fault recovery in oracle,"t lahiri , a ganesh , r weiss , a joshi",sigmod conference,2001
543,reminiscences on influential papers,,,1998
544,exploiting constraint-like data characterizations in query optimization,"p godfrey , j gryz , c zuzarte",sigmod conference,2001
545,filtering algorithms and implementation for very fast publish/subscribe,"f fabret , h jacobsen , f llirbat , j pereira , k ross , d shasha",sigmod conference,2001
546,t2 : a customizable parallel database for multi-dimensional data,"c chang , a acharya , a sussman , j saltz",sigmod record,1998
547,ominisearch : a method for searching dynamic content on the web,"d buttler , l liu , c pu , h paques",sigmod conference,2001
548,act-net - the active database management system manifesto : a rulebase of adbms features,,sigmod record,1996
549,control strategies for complex relational query processing in shared nothing systems,"l brunie , h kosch",sigmod record,1996
550,generating efficient plans for queries using views,"f afrati , c li , j ullman",sigmod conference,2001
551,mpeg-7 standard for multimedia databases,,,2001
552,on the cost of monitoring and reorganization of object bases for clustering,"c gerlhof , a kemper , g moerkotte",sigmod record,1996
553,modeling high-dimensional index structures using sampling,"c lang , a singh",sigmod conference,2001
554,much ado about shared-nothing,"m norman , t zurek , p thanisch",sigmod record,1996
555,report on first international workshop on real-time database systems,,,1996
556,"data management : lasting impact of the wild , wild , web",r meseck,sigmod conference,2001
557,dissemination of dynamic data,"p deolasee , a katkar , a panchbudhe , k ramamritham , p shenoy",sigmod conference,2001
558,open issues in parallel query optimization,"w hasan , d florescu , p valduriez",sigmod record,1996
559,content integration for e-business,"m stonebraker , j hellerstein",sigmod conference,2001
560,middle east technical university software research and development center,a dogac,sigmod record,1996
561,"fault-tolerant , load-balancing queries in telegraph","m shah , s chandrasekaran",sigmod conference,2001
562,the bess object storage manager : architecture overview,"a biliris , e panagos",sigmod record,1996
563,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996
564,online query processing,,,2001
565,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996
566,xml data management go native or spruce up relational systems ? ( panel abstract ),p larson,sigmod conference,2001
567,semantic b2b integration,,,2001
568,scientist 's called upon to take actions,x qian,sigmod record,1996
569,"optimizing queries using materialized views : a practical , scalable solution","j goldstein , p larson",sigmod conference,2001
570,exploiting main memory dbms features to improve real-time concurrency control protocols,"ж ulusoy , a buchmann",sigmod record,1996
571,review : a real time virtual walkthrough system,"l shou , j chionh , k tan , y ruan , z huang",sigmod conference,2001
572,advances in real-time database systems research,a bestavros,sigmod record,1996
573,updating xml,"i tatarinov , z ives , a halevy , d weld",sigmod conference,2001
574,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham",sigmod conference,2001
575,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996
576,enhancing external consistency in real-time transactions,"k lin , s peng",sigmod record,1996
577,efficient and tunable similar set retrieval,"a gionis , d gunopulos , n koudas",sigmod conference,2001
578,snowball : a prototype system for extracting relations from large text collections,"e agichtein , l gravano , j pavel , v sokolova , a voskoboynik",sigmod conference,2001
579,database research : achievements and opportunities into the 21st century,"a silberschatz , m stonebraker , j ullman",sigmod record,1996
580,optimizing multidimensional index trees for main memory access,"k kim , s cha , k kwon",sigmod conference,2001
581,"database research at the indian institute of technology , bombay","d phatak , n sarda , s seshadri , s sudarshan",sigmod record,1996
582,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong",sigmod record,1996
583,"gangam - a solution to support multiple data models , their mappings and maintenance","k claypool , e rundensteiner , x zhang , h su , h kuno , w lee , g mitchell",sigmod conference,2001
584,securing xml documents : the author-x project demonstration,"e bertino , s castano , e ferrari",sigmod conference,2001
585,real-time database - similarity semantics and resource scheduling,"t kuo , a mok",sigmod record,1996
586,spartan : a model-based semantic compression system for massive data tables,"s babu , m garofalakis , r rastogi",sigmod conference,2001
587,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996
588,retina : a real-time traffic navigation system,"k lam , e chan , t kuo , s ng , d hung",sigmod conference,2001
589,overview of the stanford real-time information processor ( strip ),"b adelberg , b kao , h garcia-molina",sigmod record,1996
590,space-efficient online computation of quantile summaries,"m greenwald , s khanna",sigmod conference,2001
591,the nimble integration engine,"d draper , a halevy , d weld",sigmod conference,2001
592,temporal database bibliography update,"v tsotras , a kumar",sigmod record,1996
593,orthogonal optimization of subqueries and aggregation,"c galindo-legaria , m joshi",sigmod conference,2001
594,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996
595,independence is good : dependency-based histogram synopses for high-dimensional data,"a deshpande , m garofalakis , r rastogi",sigmod conference,2001
596,integrating contents and structure in text retrieval,"r baeza-yates , g navarro",sigmod record,1996
597,lifestreams : a storage model for personal data,"e freeman , d gelernter",sigmod record,1996
598,progressive approximate aggregate queries with a multi-resolution tree structure,"i lazaridis , s mehrotra",sigmod conference,2001
599,object query standards,a wade,sigmod record,1996
600,stholes : a multidimensional workload-aware histogram,"n bruno , s chaudhuri , l gravano",sigmod conference,2001
601,database research at arizona state university,"s urban , s dietrich , f golshani",sigmod record,1996
602,application servers : born-again tp monitors for the web ? ( panel abstract ),c mohan,sigmod conference,2001
603,illustra 's web datablade module,j gaffney,sigmod record,1996
604,proxy-server architectures for olap,"p kalnis , d papadias",sigmod conference,2001
605,efficient and effective metasearch for text databases incorporating linkages among documents,"c yu , w meng , w wu , k liu",sigmod conference,2001
606,"shutdown , budget , and funding",x qian,sigmod record,1996
607,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001
608,www-udk : a web-based environmental meta-information system,"r kramer , r nikolai , a koschel , c rolker , p lockemann , a keitel , r legat , k zirm",sigmod record,1997
609,main-memory index structures with fixed-size partial keys,"p bohannon , p mcilroy , r rastogi",sigmod conference,2001
610,improving access to environmental data using context information,"a tomasic , e simon",sigmod record,1997
611,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001
612,integrating modelling systems for environmental management information systems,"d abel , k taylor , d kuo",sigmod record,1997
613,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference,2001
614,"storhouse metanoia - new applications for database , storage & data warehousing","f cariёo , p kostamaa , a kaufmann , j burgess",sigmod conference,2001
615,min-max compression methods for medical image databases,"k karadimitriou , j tyler",sigmod record,1997
616,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001
617,improving index performance through prefetching,"s chen , p gibbons , t mowry",sigmod conference,2001
618,mediator languages - a proposal for a standard,"p buneman , l raschid , j ullman",sigmod record,1997
619,materialized view and index selection tool for microsoft sql server 2000,"s agrawal , s chaudhuri , v narasayya",sigmod conference,2001
620,open gis and on-line environmental libraries,k gardels,sigmod record,1997
621,management of data and services in the environmental information system ( uis ) of baden-wќrttemberg,"w riekert , r mayer-fіll , g wiest",sigmod record,1997
622,\ kweelt : more than just \ '' \ `` yet another framework to query xml ! \ '' \ '' \ '' '',a sahuguet,sigmod conference,2001
623,dynamic information visualization,y ioannidis,sigmod record,1996
624,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",sigmod conference,2001
625,"a response to r. camps ' article `` domains , relations and religious wars ''",c date,sigmod record,1996
626,prefer : a system for the efficient execution of multi-parametric ranked queries,"v hristidis , n koudas , y papakonstantinou",sigmod conference,2001
627,opportunities in information management and assurance,x qian,sigmod record,1997
628,mining needle in a haystack : classifying rare classes via two-phase rule induction,"m joshi , r agarwal",sigmod conference,2001
629,query previews for networked information systems : a case study with nasa environmental data,"k doan , c plaisant , b shneiderman , t bruns",sigmod record,1997
630,"probe , count , and classify : categorizing hidden web databases","p ipeirotis , l gravano , m sahami",sigmod conference,2001
631,iceberg-cube computation with pc clusters,"r ng , a wagner , y yin",sigmod conference,2001
632,an orthogonally persistent java,"m atkinson , l daynшs , m jordan , t printezis , s spence",sigmod record,1996
633,reconciling schemas of disparate data sources : a machine-learning approach,"a doan , p domingos , a halevy",sigmod conference,2001
634,3d geographic network displays,"k cox , s eick , t he",sigmod record,1996
635,locally adaptive dimensionality reduction for indexing large time series databases,"e keogh , k chakrabarti , s mehrotra , m pazzani",sigmod conference,2001
636,applying database visualization to the world wide web,"m hasan , a mendelzon , d vista",sigmod record,1996
637,a framework for information visualisation,"j kennedy , k mitchell , p barclay",sigmod record,1996
638,time series similarity measures and time series indexing,,,2001
639,vqbd : exploring semistructured data,"s chawathe , t baby , j yeo",sigmod conference,2001
640,the aggregate data problem : a system for their definition and management,"m rafanelli , a bezenchek , l tininini",sigmod record,1996
641,models and languages for describing and discovering e-services,,,2001
642,"information visualization , guest editors ' foreword",,,1996
643,lots o ' ticks : real-time high performance time series queries on billions of trades and quotes,"a whitney , d shasha",sigmod conference,2001
644,"in reply to domains , relations and religious wars",h darwen,sigmod record,1996
645,spatial data management for computer aided design,"h kriegel , a mќller , m pіtke , t seidl",sigmod conference,2001
646,monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,2001
647,pixel-oriented database visualizations,d keim,sigmod record,1996
648,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001
649,to table or not to table : a hypertabular answer,"g santucci , l tarantino",sigmod record,1996
650,using the golden rule of sampling for query estimation,"y wu , d agrawal , a abbadi",sigmod conference,2001
651,incremental data structures and algorithms for dynamic query interfaces,"e tanin , r beigel , b shneiderman",sigmod record,1996
652,on computing correlated aggregates over continual data streams,"j gehrke , f korn , d srivastava",sigmod conference,2001
653,spotfire : an information exploration environment,c ahlberg,sigmod record,1996
654,new standard for stored procedures in sql,a eisenberg,sigmod record,1996
655,finding generalized projected clusters in high dimensional spaces,"c aggarwal , p yu",sigmod conference,2000
656,"tcp-d - the challenges , issues and results",r bhashyam,sigmod record,1996
657,density biased sampling : an improved method for data mining and clustering,"c palmer , c faloutsos",sigmod conference,2000
658,high speed on-line backup when using logical log operations,d lomet,sigmod conference,2000
659,report from the nsf workshop on workflow and process automation in information systems,,,1996
660,the mariposa distributed database management system,j sidell,sigmod record,1996
661,efficient resumption of interrupted warehouse loads,"w labio , j wiener , h garcia-molina , v gorelik",sigmod conference,2000
662,"domains , relations and religious wars",r camps,sigmod record,1996
663,the prototype of the dare system,"t catarci , g santucci",sigmod conference,2001
664,guidelines for presentation and comparison of indexing techniques,"j zobel , a moffat , k ramamohanarao",sigmod record,1996
665,pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001
666,will database researchers have any role in data security ? ( panel abstract ),a rosenthal,sigmod conference,2001
667,new programs at darpa and nsf,x qian,sigmod record,1996
668,monitoring xml data on the web,"b nguyen , s abiteboul , g cobena , m preda",sigmod conference,2001
669,finding replicated web collections,"j cho , n shivakumar , h garcia-molina",sigmod conference,2000
670,a comparison of three user interfaces to relational microcomputer data bases,"c medsker , m christensen , i song",sigmod record,1995
671,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000
672,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000
673,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995
674,hodfa : an architectural framework for homogenizing heterogeneous legacy database,"k karlapalem , q li , c shum",sigmod record,1995
675,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"a szalay , p kunszt , a thakar , j gray , d slutz",sigmod conference,2000
676,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos , g kollios , v tsotras , c domeniconi",sigmod conference,2000
677,a close look at the ifo data model,m hanna,sigmod record,1995
678,an annotated bibliography of benchmarks for object databases,a chaudhri,sigmod record,1995
679,congressional samples for approximate answering of group-by queries,"s acharya , p gibbons , v poosala",sigmod conference,2000
680,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","f waas , c galindo-legaria",sigmod conference,2000
681,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995
682,benchmarking queries over trees : learning the hard truth the hard way,"f wattez , s cluet , v benzaken , g ferran , c fiegel",sigmod conference,2000
683,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995
684,answering complex sql queries using automatic summary tables,"m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",sigmod conference,2000
685,information finding in a digital library : the stanford perspective,"t yan , h garcia-molina",sigmod record,1995
686,"turmoil at nasa , and numerous funding announcements",x qian,sigmod record,1995
687,closest pair queries in spatial databases,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",sigmod conference,2000
688,efficient and extensible algorithms for multi query optimization,"p roy , s seshadri , s sudarshan , s bhobe",sigmod conference,2000
689,why decision support fails and how to fix it,"r kimball , k strehlo",sigmod record,1995
690,application of oodb and sgml techniques in text database : an electronic dictionary system,j zhang,sigmod record,1995
691,eddies : continuously adaptive query processing,"r avnur , j hellerstein",sigmod conference,2000
692,normalization in oodb design,b lee,sigmod record,1995
693,a chase too far ?,"l popa , a deutsch , a sahuguet , v tannen",sigmod conference,2000
694,on the issue of valid time ( s ) in temporal databases,"s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos",sigmod record,1995
695,a framework for expressing and combining preferences,"r agrawal , e wimmers",sigmod conference,2000
696,addressing techniques used in database object managers o2 and orion,"a gamache , n sahraoui",sigmod record,1995
697,a data model and data structures for moving objects databases,"l forlizzi , r gќting , e nardelli , m schneider",sigmod conference,2000
698,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995
699,adaptive multi-stage distance join processing,"h shin , b moon , s lee",sigmod conference,2000
700,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"l liu , c pu , d buttler , w han , h paques , w tang",sigmod conference,2000
701,metadata for digital media : introduction to the special issue,"w klas , a sheth",sigmod record,1994
702,\ are the terms \ '' \ `` version \ '' \ '' and \ '' \ `` variant \ '' \ '' orthogonal to one another ? a critical assessment of the step standardization \ '' '',h wedekind,sigmod record,1994
703,a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite,"m gillmann , j weiпenfels , g shegalov , w wonner , g weikum",sigmod conference,2000
704,metadata in video databases,"r jain , a hampapur",sigmod record,1994
705,metadata for multimedia documents,"k bіhm , t rakow",sigmod record,1994
706,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000
707,data mining on an oltp system ( nearly ) for free,"e riedel , c faloutsos , g ganger , d nagle",sigmod conference,2000
708,a new join algorithm,"d shin , a meltzer",sigmod record,1994
709,mining frequent patterns without candidate generation,"j han , j pei , y yin",sigmod conference,2000
710,data modelling in the large,m bertram,sigmod record,1994
711,on-line reorganization in object databases,"m lakhamraju , r rastogi , s seshadri , s sudarshan",sigmod conference,2000
712,turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000
713,a metadatabase system for semantic image search by a mathematical model of meaning,"y kiyoki , t kitagawa , t hayama",sigmod record,1994
714,dlfm : a transactional resource manager,"h hsiao , i narang",sigmod conference,2000
715,the database group at university of hagen ( fernuniversitaet ),"g schlageter , t berkel , e heuel , s mittrach , a scherer , w wilkes",sigmod record,1995
716,expressing business rules,r ross,sigmod conference,2000
717,anatomy of a real e-commerce system,a jhingran,sigmod conference,2000
718,handling very large databases with informix extended parallel server,a weininger,sigmod conference,2000
719,fact : a learning based web query processing system,"s chen , y diao , h lu , z tian",sigmod conference,2000
720,implementing deletion in b + - trees,j jannink,sigmod record,1995
721,multigranularity locking in multiple job classes transaction processing system,"s ng , s hung",sigmod record,1995
722,an approximate search engine for structural databases,"j wang , x wang , d shasha , b shapiro , k zhang , x zheng , q ma , z weinberg",sigmod conference,2000
723,concept based design of data warehouses : the dwq demonstrators,"m jarke , c quix , d calvanese , m lenzerini , e franconi , s ligoudistianos , p vassiliadis , y vassiliou",sigmod conference,2000
724,information systems research at rwth aachen,m jarke,sigmod record,1995
725,ajax : an extensible data cleaning tool,"h galhardas , d florescu , d shasha , e simon",sigmod conference,2000
726,the third manifesto,"h darwen , c date",sigmod record,1995
727,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz",sigmod conference,2000
728,the database group at national technical university of athens ( ntua ),"t sellis , y vassiliou",sigmod record,1995
729,"opportunities at arpa , nsf , and elsewhere",x qian,sigmod record,1995
730,wsq/dsq : a practical approach for combined querying of databases and the web,"r goldman , j widom",sigmod conference,2000
731,parallelism and its price : a case study of nonstop sql/mp,"s englert , r glasstone , w hasan",sigmod record,1995
732,mocha : a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez , n roussopoulos",sigmod conference,2000
733,sql/cli - a new binding style for sql,"m venkatrao , m pizzo",sigmod record,1995
734,towards self-tuning data placement in parallel database systems,"m lee , m kitsuregawa , b ooi , k tan , a mondal",sigmod conference,2000
735,report on the 1995 international workshop on temporal databases,,,1995
736,webview materialization,"a labrinidis , n roussopoulos",sigmod conference,2000
737,temporal database system implementations,m bіhlen,sigmod record,1995
738,niagaracq : a scalable continuous query system for internet databases,"j chen , d dewitt , f tian , y wang",sigmod conference,2000
739,view maintenance in mobile computing,"o wolfson , a sistla , s dao , k narayanan , r raj",sigmod record,1995
740,terraserver : a spatial data warehouse,"t barclay , d slutz , j gray",sigmod conference,2000
741,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000
742,managing video data in a mobile environment,"r alonso , y chang , l iftode , v mani",sigmod record,1995
743,how to roll a join : asynchronous incremental view maintenance,"k salem , k beyer , r cochrane , b lindsay",sigmod conference,2000
744,mobile computing and databases : anything new ?,"m dunham , a helal",sigmod record,1995
745,wireless client/server computing for personal information services and applications,"a elmagarmid , j jing , t furukawa",sigmod record,1995
746,on wrapping query languages and efficient xml integration,"v christophides , s cluet , j simщon",sigmod conference,2000
747,data and knowledge base research at hong kong university of science and technology,"p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich",sigmod record,1995
748,lof : identifying density-based local outliers,"m breunig , h kriegel , r ng , j sander",sigmod conference,2000
749,synchronizing a database to improve freshness,"j cho , h garcia-molina",sigmod conference,2000
750,digital library services in mobile computing,"b bhargava , m annamalai , e pitoura",sigmod record,1995
751,spatial join selectivity using power laws,"c faloutsos , b seeger , a traina , c jr.",sigmod conference,2000
752,influence sets based on reverse nearest neighbor queries,"f korn , s muthukrishnan",sigmod conference,2000
753,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995
754,xmill : an efficient compressor for xml data,"h liefke , d suciu",sigmod conference,2000
755,a research status report on adaptation for mobile data access,"b noble , m satyanarayanan",sigmod record,1995
756,xtract : a system for extracting document type descriptors from xml documents,"m garofalakis , a gionis , r rastogi , s seshadri , k shim",sigmod conference,2000
757,mapping extended entity relationship model to object modeling technique,j fong,sigmod record,1995
758,application architecture : 2tier or 3tier ? what is dbms 's role ? ( panel abstract ),a nori,sigmod conference,2000
759,index research : forest or trees ? ( panel abstract ),j hellerstein,sigmod conference,2000
760,multi-table joins through bitmapped join indices,"p o'neil , g graefe",sigmod record,1995
761,optimizing jan jannink 's implementation of b + - tree deletion,"r maelbrancke , h olivie",sigmod record,1995
762,from browsing to interacting : dbms support for responive websites ( abstract ),r ramakrishnan,sigmod conference,2000
763,\ response to \ '' \ `` a close look at the ifo data model \ '' \ '' \ '' '',"s abiteboul , r hull",sigmod record,1995
764,sqlem : fast clustering in sql using the em algorithm,"c ordonez , p cereghini",sigmod conference,2000
765,tutorial : data access,,,2000
766,condition handling in sql persistent stored modules,j richey,sigmod record,1995
767,data management research at the mitre corporation,"a rosenthal , l seligman , c mccollum , b blaustein , b thuraisingham , e lafferty",sigmod record,1995
768,"data management in ecommerce : the good , the bad , and the ugly",,,2000
769,tutorial : designing an ultra highly available dbms,,,2000
770,florida international university high performance database research center,"n rishe , w sun , d barton , y deng , c orji , m alexopoulos , l loureiro , c 0002 , m sanchez , a shaposhnikov",sigmod record,1995
771,a framework for providing consistent and recoverable agent-based access to heterogeneous in mobile databases,"e pitoura , b bhargava",sigmod record,1995
772,on xml and databases : where 's the beef ? ( panel abstract ),m carey,sigmod conference,2000
773,making b + - trees cache conscious in main memory,"j rao , k ross",sigmod conference,2000
774,an introduction to remy 's fast polymorphic record projection,l wong,sigmod record,1995
775,an aspect of query optimization in multidatabase systems ( extended abstract ),"c lee , c chen , h lu",sigmod record,1995
776,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000
777,design and user testing of a multi-paradigm query interface to an object-oriented database,"d doan , n paton , a kilgour",sigmod record,1995
778,on effective multi-dimensional indexing for strings,"h jagadish , n koudas , d srivastava",sigmod conference,2000
779,the onion technique : indexing for linear optimization queries,"y chang , l bergman , v castelli , c li , m lo , j smith",sigmod conference,2000
780,internet traffic warehouse,"c chen , m cochinwala , c petrone , m pucci , s samtani , p santa , m mesiti",sigmod conference,2000
781,indexing images in oracle8i,"m annamalai , r chopra , s defazio",sigmod conference,2000
782,the new middleware,r finkelstein,sigmod record,1995
783,"replication : db2 , oracle , or sybase ?",d stacey,sigmod record,1995
784,online index rebuild,"n ponnekanti , h kodavalla",sigmod conference,2000
785,maintenance of automatic summary tables,"w lehner , r sidle , h pirahesh , r cochrane",sigmod conference,2000
786,integrating replacement policies in storm : an extensible approach,"c goh , b ooi , s bressan , k tan",sigmod conference,2000
787,progress on hpcc and nii,m winslett,sigmod record,1994
788,the mlpq/gis constraint database system,"p revesz , r chen , p kanjamala , y li , y liu , y wang",sigmod conference,2000
789,efficient concurrency control in multidimensional access methods,"k chakrabarti , s mehrotra",sigmod conference,1999
790,analysis of predictive spatio-temporal queries,"y tao , j sun , d papadias",acm trans . database syst .,2003
791,efficient dynamic mining of constrained frequent sets,"l lakshmanan , c leung , r ng",acm trans . database syst .,2003
792,fast algorithms for projected clustering,"c aggarwal , c procopiuc , j wolf , p yu , j park",sigmod conference,1999
793,image mining in iris : integrated retinal information system,"w hsu , m lee , k goh",sigmod conference,2000
794,effective page refresh policies for web crawlers,"j cho , h garcia-molina",acm trans . database syst .,2003
795,preference formulas in relational queries,j chomicki,acm trans . database syst .,2003
796,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"m rodriguez-martinez , n roussopoulos , j mcgann , s kelley , v katz , z song , j jсjс",sigmod conference,2000
797,tip : a temporal extension to informix,"j yang , h ying , j widom",sigmod conference,2000
798,path sharing and predicate evaluation for high-performance xml filtering,"y diao , m altinel , m franklin , h zhang , p fischer",acm trans . database syst .,2003
799,spire : a progressive content-based spatial image retrieval engine,"c li , l bergman , v castelli , j smith",sigmod conference,2000
800,index-driven similarity search in metric spaces,"g hjaltason , h samet",acm trans . database syst .,2003
801,homer : a model-based case tool for data-intensive web sites,"p merialdo , p atzeni , m magnante , g mecca , m pecorone",sigmod conference,2000
802,research perspectives for time series management systems,"w dreyer , a dittrich , d schmidt",sigmod record,1994
803,supporting dynamic displays using active rules,"o dэaz , a jaime , n paton , g al-qaimari",sigmod record,1994
804,javax.xxl : a prototype for a library of query processing algorithms,"j bercken , j dittrich , b seeger",sigmod conference,2000
805,overview of the special section on temporal database infrastructure,r snodgrass,sigmod record,1994
806,"i3 : intelligent , interactive investigaton of olap data cubes","s sarawagi , g sathe",sigmod conference,2000
807,towards data mining benchmarking : a testbed for performance study of frequent pattern mining,"j pei , r mao , k hu , h zhu",sigmod conference,2000
808,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,,,1994
809,tutorial : ldap directory services - just another database application ?,,,2000
810,tsql2 language specification,"r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
811,text databases : a survey of text models and systems,a loeffen,sigmod record,1994
812,self-organizing data sharing communities with sagres,"z ives , a levy , j madhavan , r pottinger , s saroiu , i tatarinov , s betzler , q chen , e jaslikowska , j su , w yeung",sigmod conference,2000
813,the database research group at eth zurich,"m norrie , s blott , h schek , g weikum",sigmod record,1994
814,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000
815,influencing database language standards,l gallagher,sigmod record,1994
816,serfing the web : web site management made easy,"e rundensteiner , k claypool , l chen , h su , k oenoki",sigmod conference,2000
817,computing capabilities of mediators,"r yerneni , c li , h garcia-molina , j ullman",sigmod conference,1999
