id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
496,Believe in You,Believe in You,Tim Besamusca featuring Three Faces,459.65016,0.434826156185,0.308982827687,0
497,Believe in You,Believe in You,Tim Besamusca featuring Three Faces,437.7073,0.434826156185,0.308982827687,0
498,Believe in You,Believe in You,Tim Besamusca featuring Three Faces,437.7073,0.434826156185,0.308982827687,0
499,Seventh Wave,Amour Remix EP 2,Jimpster,616.35873,0.613052610389,0.430741751351,2007
500,Seventh Wave,RAW (+ Bonus CD),Jimpster,612.5971,0.613052610389,0.430741751351,2007
501,Seventh Wave,Amour LP Sampler,Jimpster,360.35873,0.613052610389,0.430741751351,2007
502,Android Origin,Android Origin,RareForm,396.82567,0.434107972306,0.23114698728,0
503,Android Origin,Android Origin,RareForm,312.34567,0.434107972306,0.23114698728,0
504,Android Origin,Android Origin,RareForm,331.85914,0.434107972306,0.23114698728,0
505,Hold On I'm Coming,American Gangster,Sam & Dave,151.53587,0.665403649883,0.459316375027,1990
506,Hold On I'm Coming,Spotlight On Sam And Dave,Sam and Dave,158.37995,0.665403649883,0.459316375027,1990
507,Hold on I'm Coming,Eleven Best,Sam and Dave,157.28281,0.665403537061,0.459316375027,1990
508,Hold On I'm Coming,Stax Number Ones,Sam & Dave,148.6624,0.665403649883,0.459316375027,1990
509,Hold On I'm Coming,The Ultimate 15,Sam and Dave,161.54077,0.665403649883,0.459316375027,1990
510,Hold on im coming,Hits of The 60's Volume 2,Sam & Dave,145.42322,0.665403649883,0.49189993652,0
511,Hold On_ I'm Coming,I Thank You,Sam & Dave,158.95465,0.665403649883,0.49189993652,1968
512,Way Back Home,Old Socks_ New Shoes...,The Jazz Crusaders,242.65098,0.501466036673,0.343806728592,1970
513,Way Back Home,The Complete Motown Singles Vol. 10: 1970,The Jazz Crusaders,181.36771,0.501466036673,0.343806728592,1970
514,Way Back Home,Gold,The Crusaders,243.22567,0.501466036673,0.343806728592,1970
515,Defenceless,Balance Of The Force Remixed,Waldeck,525.26975,0.648378714282,0.476408190663,1999
516,Defenceless,Balance Of The Force,Waldeck,267.10159,0.648378714282,0.476408190663,1999
517,Defenceless,Balance Of The Force Remixed,Waldeck,402.96444,0.648378714282,0.476408190663,1999
518,Defenceless,Balance Of The Force Remixed,Waldeck,336.69179,0.648378714282,0.476408190663,1999
519,Tears Of The Dragon,Alive,Bruce Dickinson,393.56036,0.695104703042,0.450467193465,0
520,Tears Of The Dragon,Balls To Picasso,Bruce Dickinson,271.90812,0.695102776994,0.450467193465,0
521,Tears Of The Dragon,Alive,Bruce Dickinson,387.082,0.695104703042,0.450467193465,0
522,Celtic Rain,Celtic Rain,Botz And Flydrums,197.56363,0.406745566372,0.0,0
523,Celtic Rain,Celtic Rain,Botz And Flydrums,581.25016,0.406745566372,0.0,0
524,Celtic Rain,Celtic Rain,Botz And Flydrums,555.51955,0.406745566372,0.0,0
525,Sweet Blindness,Time & Love And Her Essential Recordings,Laura Nyro,158.35383,0.643142009106,0.369240056306,1968
526,Sweet Blindness,Time And Love: The Essential Masters,Laura Nyro,158.35383,0.643142009106,0.369240056306,1968
527,Sweet Blindness,Eli And The Thirteenth Confession,Laura Nyro,158.4322,0.643142009106,0.369240056306,1968
528,I Love You So Much It Hurts,Voices Of Americana: Crazy Cajun's Cosmic Cowboys,Floyd Tillman,169.09016,0.407508607045,0.297764407987,1991
529,I Love You So Much It Hurts,Columbia Country Classics Vol. II: Honky Tonk Heroes,Floyd Tillman,162.06322,0.407508607045,0.297764407987,1991
530,I Love You So Much It Hurts,Backline Volume 50,Floyd Tillman,160.60036,0.407508607045,0.297764407987,1991
531,I Love You So Much It Hurts,Lovesick Country,Floyd Tillman,165.92934,0.407508607045,0.297764407987,1991
532,Paradise Garage,Paradise Garage,Heatbeat,439.7971,0.508162025724,0.42927646866,0
533,Paradise Garage,Armada Presents Miami Tunes 2009,Heatbeat,227.00363,0.508162025724,0.42927646866,0
534,Paradise Garage,Buenos Aires Beats Vol. 1,Heatbeat,450.01098,0.508162025724,0.42927646866,0
535,Paradise Garage,Paradise Garage,Heatbeat,527.93424,0.508162025724,0.42927646866,0
536,Paradise Garage,Paradise Garage,Heatbeat,511.68608,0.508162025724,0.42927646866,0
537,Rockin' Years,Greatest Hits Plus,Ricky Van Shelton,206.13179,0.272774044277,0.199511909771,1991
538,Rockin' Years,Eagle When She Flies,Dolly Parton duet with Ricky Van Shelton,206.18404,0.534894602688,0.199511909771,0
539,Rockin' Years,Collections,Dolly Parton duet with Ricky Van Shelton,205.37424,0.272774044277,0.199511909771,0
540,Rockin' Years,16 Biggest Hits,Dolly Parton duet with Ricky Van Shelton,205.87057,0.707335681257,0.199511909771,0
541,Lester Leaps In,Columbia Jazz,Lester Young,192.93995,0.599154407395,0.442574906459,1951
542,Lester Leaps In,Lester Leaps In (1936 - 1938),Lester Young,175.41179,0.599154407395,0.442574906459,1951
543,Lester Leaps In,Up 'N' Adam,Lester Young,173.50485,0.599154407395,0.442574906459,1951
544,Silver & Gold,Silver & Gold,Sway feat. Akon,251.14077,0.66808729556,0.428919587382,0
545,Silver & Gold,Silver & Gold,Sway feat. Akon,198.39955,0.571303559244,0.428919587382,0
546,Silver & Gold,The Signature LP,Sway feat. Akon,252.13342,0.571303559244,0.428919587382,2008
547,Silver & Gold,Silver & Gold,Sway feat. Akon,376.76363,0.571303559244,0.428919587382,0
548,Silver & Gold,Silver & Gold,Sway feat. Akon,211.98322,0.571303559244,0.428919587382,0
549,Resurrection,Trance 30 - 2010 - 01,Chapter XJ,488.72444,0.386757540722,0.385666383864,0
550,Resurrection,A State of Trance Radio Top 15  December 2009,Chapter XJ,218.27873,0.386757540722,0.385666383864,0
551,Resurrection,Underground Ibiza Vol. 1 - Trance,Chapter XJ,458.63138,0.386757540722,0.385666383864,0
552,Resurrection,D.Trance 50 Part 1,Chapter XJ,488.72444,0.386757540722,0.385666383864,0
553,The Sweetest Thing (I've Ever Known) (Album Version),Juice Newton's Greatest Hits,Juice Newton,248.18893,0.635427332025,0.40055980488,0
554,The Sweetest Thing (I've Ever Known) (Album Version),Juice/Quiet Lies,Juice Newton,247.01342,0.635427332025,0.40055980488,0
555,The Sweetest Thing (I've Ever Known) (Album Version),Country Greats - Juice Newton,Juice Newton,246.64771,0.635427332025,0.40055980488,0
556,Right Here Right Now,The Bootlegs Vol 3,Fatboy Slim,395.20608,0.850693244526,0.544717829143,1999
557,Right Here Right Now,Euphoria: A Decade of Trance Anthems,Fatboy Slim,341.2371,0.850693244526,0.540607757618,1999
558,Right Here Right Now,Shakedown,Fatboy Slim,352.46975,0.699000740022,0.544717829143,1999
559,Right here Right Now,The Bootlegs Vol 3,Fatboy Slim,444.15955,0.850693244526,0.544717829143,1999
560,Get in Trouble,DEFTEN - The defDrive Collection,Snax,249.18159,0.484219040686,0.367117487464,0
561,Get in Trouble,DEFTEN - The defDrive Collection,Snax,318.74567,0.484219040686,0.367117487464,0
562,Get In Trouble,Trouble,Snax,313.02485,0.484219040686,0.367117487464,0
563,Get in Trouble,DEFTEN - The defDrive Collection,Snax,332.14649,0.484219040686,0.367117487464,0
564,Free Money,Original Album Classics,Patti Smith,232.09751,0.737001276892,0.504964405987,1975
565,Free Money,Horses,Patti Smith,329.87383,0.737001276892,0.504964405987,1975
566,Free Money,Trampin'... Live aux Vieilles Charrues 2004,Patti Smith,299.10159,0.737001276892,0.504964405987,1975
567,Hyped-up Plus Tax,Payback,Dabrye,231.54893,0.639412839715,0.404353675567,2001
568,Hyped-up Plus Tax,One/three,Dabrye,216.68526,0.639412839715,0.404353675567,2001
569,Hyped-up Plus Tax,Nite Eats Day/hyped-up Plus Tax,Dabrye,215.7971,0.639412839715,0.404353675567,2001
570,Not Your Business,Live In Philadelphia,Atari Teenage Riot,179.27791,0.686811616813,0.443875676344,1995
571,Not Your Business,Redefine The Enemy,Atari Teenage Riot,150.49098,0.686811616813,0.443875676344,1995
572,Not Your Business,Burn Berlin_ Burn,Atari Teenage Riot,152.63302,0.686811616813,0.443875676344,1995
573,Intro,Trio Live,Kieran Goss,24.21506,0.483255485872,0.0,0
574,Intro,Trio Live,Kieran Goss,164.07465,0.483255485872,0.0,0
575,Intro,Trio Live,Kieran Goss,71.36608,0.483255485872,0.0,0
576,Intro,Trio Live,Kieran Goss,77.47873,0.483255485872,0.0,0
577,Find Another Way,Find Another Way,Captain Hollywood Project,368.74404,0.52482139287,0.362162159002,1995
578,Find Another Way,Animals or Human,Captain Hollywood Project,235.62404,0.52482139287,0.362162159002,1995
579,Find Another Way,Special Edition,Captain Hollywood Project,243.90485,0.52482139287,0.362162159002,1995
580,Turn On Your Love Light,Roadwork,Edgar Winter's White Trash,467.59138,0.426787384854,0.291606770904,0
581,Turn On Your Love Light,The Best Of Edgar Winter,Edgar Winter's White Trash,468.89751,0.426787384854,0.291606770904,0
582,Turn On Your Love Light,The Best Of Edgar Winter,Edgar Winter's White Trash,468.89751,0.426787384854,0.291606770904,0
583,I Just Want To Be,Gold,Cameo,377.88689,0.77524424858,0.450053066129,1993
584,I Just Want To Be,Anthology,Cameo,380.73424,0.77524424858,0.450053066129,1993
585,I Just Want To Be,The Definitive Collection,Cameo,220.26404,0.77524424858,0.450053066129,1993
586,I Can't Quit You Baby,Stax Profiles - Little Milton,Little Milton,467.82649,0.579422730357,0.386441097104,1969
587,I Can't Quit You Baby,Chess Blues Guitar / Two Decades Of Killer Fretwork_ 1949-1969,Little Milton,400.14322,0.579424108456,0.386441097104,1969
588,I Can't Quit You Baby,Grits Ain't Groceries,Little Milton,465.52771,0.579422730357,0.386441097104,1969
589,Tonite Tonite,The Fabulous Mello-Kings: The 1960 Album Plus Singles and Outtakes,The Mello-Kings,153.52118,0.41616358256,0.365105494377,1996
590,Tonite Tonite,50s Doo Wop,The Mello-Kings,151.71873,0.41616358256,0.365105494377,1996
591,Tonite_ Tonite,Rock 'n' Roll And Pop Hits_ The 50s_ Vol. 22,The Mello-Kings,151.43138,0.41616358256,0.365105494377,0
592,Tonite Tonite,The Mello Kings,The Mello Kings,147.90485,0.41616358256,0.365105494377,1996
593,Grace,Mystery White Boy/Grace,Jeff Buckley,322.14159,0.839434713226,0.63342998297,1994
594,Grace,Live At Sin-é (Legacy Edition),Jeff Buckley,409.5473,0.839434713226,0.63342998297,1994
595,Grace,The Grace EP's,Jeff Buckley,367.01995,0.839434713226,0.63342998297,1994
596,Grace,The Grace EPs,Jeff Buckley,325.98159,0.839434713226,0.63342998297,1994
597,Grace,Grace Around The World,Jeff Buckley,308.16608,0.839434713226,0.63342998297,1994
598,Santa Lucia,Hear My Song - 25 Favourites,Josef Locke,192.54812,0.408465463469,0.285901196045,0
599,Santa Lucia,Hear My Song,Josef Locke,211.66975,0.408465463469,0.285901196045,1992
600,Santa Lucia,We All Have A Song In Our Hearts,Josef Locke,198.03383,0.408465463469,0.285901196045,0
601,1970 (Take 1),1970: The Complete Fun House Sessions,The Stooges,377.57342,0.732603394424,0.486804382548,1999
602,1970 (Take 1),1970: The Complete Fun House Sessions,The Stooges,327.36608,0.732603394424,0.497050958692,1999
603,1970 (Take 1),1970: The Complete Fun House Sessions,The Stooges,424.07138,0.732603394424,0.497050958692,1999
604,Hello Mary Lou,Creedence Covers The Classics,Creedence Clearwater Revival,132.62322,0.630471133721,0.50185601455,1972
605,Hello Mary Lou,Creedence Clearwater Revival - Best Of,Creedence Clearwater Revival,132.85832,0.630471133721,0.50185601455,1972
606,Hello Mary Lou,Creedence Clearwater Revival - Best Of,Creedence Clearwater Revival,132.85832,0.630471133721,0.50185601455,1972
607,Verzweifelt,Verzweifelt,Rapsoul,217.10322,0.567981436869,0.417836861837,2005
608,Verzweifelt,Verzweifelt,Rapsoul,268.7473,0.567981436869,0.417836861837,2005
609,Verzweifelt,Verzweifelt,Rapsoul,249.88689,0.567981436869,0.417836861837,2005
610,Verzweifelt,Verzweifelt,Rapsoul,234.65751,0.567981436869,0.417836861837,2005
611,Verzweifelt,Verzweifelt,Rapsoul,233.22077,0.567981436869,0.417836861837,2005
612,Light To Lies,Light To Lies,Fabio XB,497.55383,0.324840680782,0.277130368795,0
613,Light To Lies,Light To Lies,Fabio XB,390.66077,0.324840680782,0.277130368795,0
614,Light To Lies,A State Of Trance Radio Top 15 - July 2009,Fabio XB,518.37342,0.324840680782,0.277130368795,0
615,Light To Lies,Light To Lies,Fabio XB,367.33342,0.324840680782,0.277130368795,0
616,Light To Lies,Light To Lies,Fabio XB,447.50322,0.324840680782,0.277130368795,0
617,Light To Lies,Light To Lies,Fabio XB,518.37342,0.324840680782,0.277130368795,0
618,Krystal Dreams,Best Of Monster Tunes Vol. 1,Sundawner,535.09179,0.375607629176,0.312572297879,0
619,Krystal Dreams,The Trance Collection Vol. 2,Sundawner,414.45832,0.375607629176,0.312572297879,0
620,Krystal Dreams,Power Trance Vol.1,Sundawner,447.08526,0.375607629176,0.312572297879,0
621,This Ain't A Scene_ It's An Arms Race,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Fall Out Boy,203.98975,0.937964750397,0.566622887558,0
622,This Ain't A Scene_ It's An Arms Race,Thnks fr th Mmrs,Fall Out Boy / Kanye West,249.96526,0.937964750397,0.566622887558,2007
623,This Ain't A Scene_ It's An Arms Race,Infinity On High,Fall Out Boy,203.57179,0.817635146361,0.566622887558,2007
624,This Ain't A Scene_ It's An Arms Race,**** Live In Phoenix,Fall Out Boy,224.93995,0.937964750397,0.566622887558,2008
625,This Ain't A Scene_ It's An Arms Race,This Ain't A Scene_ It's An Arms Race,Fall Out Boy,212.45342,0.937964750397,0.61186288543,0
626,Smoke Machine,Smoke Machine,X-Press 2,412.21179,0.640300063335,0.416393180465,2001
627,Smoke Machine,Muzikizum,X-Press 2,476.23791,0.640300063335,0.416393180465,2001
628,Smoke Machine,Smoke Machine,X-Press 2,426.21342,0.640300063335,0.416393180465,2001
629,Smoke Machine,Smoke Machine,X-Press 2,464.66567,0.640300063335,0.416393180465,2001
630,Bought & Sold,Bought & Sold,Cubik & Origami,497.94567,0.387527708975,0.31199809365,0
631,Bought & Sold,Bought & Sold,Cubik & Origami,350.4322,0.387527708975,0.31199809365,0
632,Bought & Sold,Bought & Sold,Cubik & Origami,404.92363,0.387527708975,0.31199809365,0
633,Bought & Sold,Bought & Sold,Cubik & Origami,425.87383,0.387527708975,0.31199809365,0
634,Bought & Sold,Bought & Sold,Cubik & Origami,420.77995,0.387527708975,0.31199809365,0
635,Hold On To The World,What If,Kane,212.16608,0.58893850975,0.377961532317,2001
636,Hold on to the world,February,Kane,402.85995,0.58893850975,0.377961532317,2001
637,Hold On To The World,So Glad You Made It,Kane,415.63383,0.58893850975,0.377961532317,2001
638,Hold On To The World,So Glad You Made It,Kane,214.43873,0.58893850975,0.377961532317,2001
639,Hold On To The World,What If,Kane,212.63628,0.58893850975,0.377961532317,2001
640,Mexican Hat Dance,Sentimental Journey,Les Brown,192.46975,0.529778626664,0.420114180265,1989
641,Mexican Hat Dance,Classic Years of Les Brown,Les Brown,191.7122,0.529788041081,0.420114180265,1989
642,Mexican Hat Dance,The Swing Era; The Music Of 1942-1944  Volume 1,Les Brown,210.05016,0.529788041081,0.420114180265,1989
643,Pia Thisia,Thisia Live,Angela Dimitriou,238.96771,0.26471398657,0.0,0
644,Pia Thisia,Thisia Live,Angela Dimitriou,261.19791,0.26471398657,0.0,0
645,Pia Thisia,14 Megala Tragoudia - Angela Dimitriou,Angela Dimitriou,237.71383,0.26471398657,0.0,0
646,Pia Thisia,The Digital Collection,Angela Dimitriou,220.73424,0.26471398657,0.0,0
647,In Front Of A Pool Table,In Front Of A Pool Table,Ilario Alicante,456.95955,0.553278691843,0.379681356652,0
648,In Front Of A Pool Table,In Front Of A Pool Table,Ilario Alicante,414.71955,0.553278691843,0.379681356652,0
649,In Front Of A Pool Table,In Front Of A Pool Table,Ilario Alicante,450.01098,0.553278691843,0.379681356652,0
650,Electric Earth,Electronomicon,Pitch Black,215.17016,0.585387198606,0.429513639801,0
651,Electric Earth,Electronomicon,Pitch Black,532.79302,0.585387198606,0.429513639801,0
652,Electric Earth,Electronomicon,Pitch Black,311.90159,0.585387198606,0.429513639801,0
653,Electric Earth,Electronomicon,Pitch Black,458.60526,0.585387198606,0.429513639801,0
654,Electric Earth,Electronomicon,Pitch Black,398.54975,0.585387198606,0.429513639801,0
655,Electric Earth,Electronomicon,Pitch Black,379.97669,0.585387198606,0.429513639801,0
656,Sonando,Bailar,Poncho Sanchez,376.73751,0.577228502778,0.373552391014,1982
657,Sonando,The Concord Jazz Heritage Series,Poncho Sanchez,382.04036,0.577228502778,0.373552391014,1982
658,Sonando,Baila Mi Gente,Poncho Sanchez,331.67628,0.577228502778,0.373552391014,1982
659,More More More,The Pop Years 1976 - 1977,Andrea True Connection,375.45751,0.551384700441,0.37052997271,1991
660,More_ More_ More,More_ More_ More,Andrea True Connection,222.61506,0.551384700441,0.37052997271,0
661,More_ More_ More,Pop Hits of the 60s & 70s Acappella,Andrea True,172.72118,0.551384700441,0.37052997271,0
662,More_ More_ More,Disco Fever,Andrea True Connection,180.03546,0.625928646289,0.37052997271,0
663,More_ More_ More,Ultimate Disco Classics,Andrea True Connection,188.57751,0.551384700441,0.37052997271,0
664,El Torito,Arroyo Peligroso,Joe Arroyo,234.55302,0.447038555049,0.314532769812,0
665,El Torito,Salsa And Cumbia Party With The Discos,Joe Arroyo Y La Verdad,258.21995,0.447038555049,0.314532769812,0
666,El Torito,Joe Arroyo Live,Joe Arroyo Y La Verdad,220.55138,0.595154448305,0.382943665768,0
667,Smile,Smile,Duderstadt & Anita Kelsey,475.11465,0.392462048148,0.330205744802,0
668,Smile,Smile,Duderstadt & Anita Kelsey,427.91138,0.392462048148,0.330205744802,0
669,Smile,True To Trance Vol. 3,Duderstadt & Anita Kelsey,251.32363,0.392462048148,0.330205744802,0
670,Smile,Smile,Duderstadt & Anita Kelsey,489.56036,0.480893071924,0.330205744802,0
671,Smile,Smile,Duderstadt & Anita Kelsey,245.39383,0.392462048148,0.330205744802,0
672,Smile,Smile,Duderstadt & Anita Kelsey,257.56689,0.392462048148,0.330205744802,0
673,Smile,Smile,Duderstadt & Anita Kelsey,221.88363,0.392462048148,0.330205744802,0
674,Headline News,Satin And Smoke,Carol Douglas,317.80526,0.504427603858,0.377505942759,1999
675,Headline News,Light My Fire,Carol Douglas,311.90159,0.504427603858,0.377505942759,1999
676,Headline News,Disco Diva Vol. 1,Carol Douglas,312.08444,0.504427603858,0.377505942759,1999
677,Release Me,The Road More Traveled ,Ray Price,138.29179,0.574746865031,0.367368690641,1970
678,Release Me,Ray Price'S Greatest Hits,Ray Price,162.71628,0.574746865031,0.367368690641,1970
679,Release Me,Super Hits,Ray Price,216.89424,0.574746865031,0.367368690641,1970
680,Heat Wave,Marilyn Monroe - 16 Golden Greats,Marilyn Monroe,257.35791,0.671220985768,0.5523280812,1987
681,Heat Wave,The Very Best Of,Marilyn Monroe,263.44444,0.671220985768,0.5523280812,1987
682,Heat Wave,Diamonds Are A Girl's Best Friend,Marilyn Monroe,259.44771,0.671222318535,0.5523280812,1987
683,Heat Wave,Blonde Bombshell,Marilyn Monroe,261.8771,0.671220985768,0.548829333605,1987
684,Anonanimal,Noble Beast,Andrew Bird,284.55138,0.757951521256,0.498424097863,2007
685,Anonanimal,Anonanimal / See The Enemy,Andrew Bird,235.91138,0.757951521256,0.50381335604,2007
686,Anonanimal,Live at Austin City Limits Music Festival 2007: Andrew Bird,Andrew Bird,211.56526,0.757951521256,0.50381335604,2007
687,Our House is Dadless,Our House is Dadless,Kid British,168.88118,0.60411758811,0.40430068531,2009
688,Our House is Dadless,Our House Is Dadless,Kid British,299.33669,0.60411758811,0.40430068531,2009
689,Our House is Dadless,Our House Is Dadless,Kid British,179.61751,0.60411758811,0.40430068531,2009
690,Our House is Dadless,Our House Is Dadless,Kid British,386.40281,0.60411758811,0.40430068531,2009
691,So Invincible,So Invincible,Victoria,244.27057,0.668007981685,0.373613103298,0
692,So Invincible,So Invincible,Victoria,179.722,0.668007981685,0.373613103298,0
693,So Invincible,So Invincible,Victoria,311.50975,0.668007981685,0.373613103298,0
694,Interlude,The Supplier,Red Café,19.64363,0.686436486983,0.441569403103,0
695,Interlude,The Supplier,Red Café,39.36608,0.686436486983,0.441569403103,0
696,Interlude,The Supplier,Red Café,48.27383,0.686436486983,0.441569403103,0
697,La La Land,La La Land,Demi Lovato,369.34485,0.906198875596,0.563533106925,2008
698,La La Land,La La Land,Demi Lovato,192.86159,0.906198875596,0.563533106925,2008
699,La La Land,Don't Forget,Demi Lovato,196.51873,0.76575720238,0.563533106925,2008
700,Red Dress,Overloaded,Sugababes,217.93914,0.821300035132,0.500822446773,2005
701,Red Dress,Follow Me Home,Sugababes,229.43302,0.821300035132,0.500822446773,2005
702,Red Dress,Overloaded: The Singles Collection,Sugababes,230.00771,0.821300035132,0.500822446773,2005
703,Red Dress,Red Dress,Sugababes,308.58404,0.821300035132,0.500822446773,2005
704,Maiz,Utopìa,Murcof,380.52526,0.653344274237,0.453421312628,2001
705,Maiz,Utopìa,Murcof,300.14649,0.653344274237,0.453421312628,2001
706,Maiz,Martes,Murcof,365.89669,0.653344274237,0.453421312628,2001
707,Mari Mariiko,Live in Ohrid (feat. Theodosii Spassov),Lot Lorien,217.91302,0.430214596544,0.348650309552,2002
708,Mari Mariiko,Eastern wind,Lot Lorien,217.91302,0.430214596544,0.348650309552,2002
709,Mari Mariiko,Lot Lorien,Lot Lorien,214.56934,0.430214596544,0.348650309552,2002
710,My Foolish Heart,Falling In Love - The Ultimate Collection of Essential Romantic Jazz,Sadao Watanabe,251.24526,0.442851098328,0.328962243964,2008
711,My Foolish Heart,Simply Sax Volume 4,Sadao Watanabe,254.27546,0.442851098328,0.328962243964,2008
712,My Foolish Heart,Simply Sax,Sadao Watanabe,254.27546,0.442851098328,0.328962243964,2008
713,How To Save A Life,Acoustic In Nashville - Bootleg No. 2,The Fray,269.94893,0.852699664161,0.661349364282,2005
714,How To Save A Life,How To Save A Life,The Fray,281.49506,0.859919656969,0.641388657245,2005
715,How To Save A Life,Heartless,The Fray,298.29179,0.852699664161,0.661349364282,2005
716,How To Save A Life,How To Save A Life,The Fray,279.03955,0.852699664161,0.661349364282,2005
717,Too Much Foolin' Around,20 Of Their Best,The Tams,167.57506,0.509918279624,0.382214292389,0
718,Too Much Foolin' Around,Be Young_ Be Foolish_ Be Happy,The Tams,174.10567,0.509918279624,0.382214292389,0
719,Too Much Foolin' Around,The Best Of The Tams,The Tams,172.06812,0.509918279624,0.382214292389,0
720,Hasta la victoria,Tú tranquilo y a lo tuyo,Fe de Ratas,240.71791,0.450652302676,0.27117753574,0
721,Hasta la victoria,Al borde del abismo,Fe de Ratas,267.28444,0.450652302676,0.27117753574,0
722,Hasta la victoria,Ratatata& Tour  -Live Recording-,Fe de Ratas,198.81751,0.450652302676,0.27117753574,0
723,Two Stones,Two Stones,Alecs Marta,419.63057,0.452847441514,0.0,0
724,Two Stones,Two Stones,Alecs Marta,430.73261,0.452847441514,0.0,0
725,Two Stones,Two Stones,Alecs Marta,421.58975,0.452847441514,0.0,0
726,Two Stones,Two Stones,Alecs Marta,457.42975,0.452847441514,0.0,0
727,See Those Eyes,Reflected Images - The Best Of Altered Images,Altered Images,190.27546,0.611276331734,0.387038315207,0
728,See Those Eyes,Pinky Blue,Altered Images,188.00281,0.611276331734,0.387038315207,0
729,See Those Eyes,The Pop Years 1982-1983,Altered Images,188.57751,0.611276331734,0.387038315207,0
730,Mother's Children Have A Hard Time,Dark Was The Night  (Mojo Workin'- Blues For The Next Generation),Blind Willie Johnson,203.4673,0.607326982275,0.401144741478,1928
731,Mother's Children Have A Hard Time,The Complete Blind Willie Johnson,Blind Willie Johnson,203.67628,0.607326982275,0.401144741478,1928
732,Mother's Children Have A Hard Time,Praise God I'm Satisfied,Blind Willie Johnson,200.202,0.607326982275,0.401144741478,1928
733,I'm Only Dreaming,Small Faces,Small Faces,145.73669,0.582238343665,0.449052575154,1967
734,I'm Only Dreaming,Ultimate Collection,Small Faces,145.44934,0.582238343665,0.449052575154,1967
735,I'm Only Dreaming,Small Faces,Small Faces,143.12444,0.582238343665,0.477225439158,1967
736,At Night,At Night,Shakedown,387.29098,0.609807805675,0.406062550303,2001
737,At Night,At Night (The Unreleased Mixes),Shakedown,593.24036,0.609807805675,0.406062550303,2001
738,At Night,At Night,Shakedown,443.68934,0.609807805675,0.406062550303,2001
739,At Night,At Night (The Unreleased Mixes),Shakedown,437.9424,0.609807805675,0.406062550303,2001
740,At Night,At Night (The Unreleased Mixes),Shakedown,458.94485,0.609807805675,0.406062550303,2001
741,At Night,The Very Best Of Euphoric Dance Breakdown Summer 2008,Shakedown,184.86812,0.609807805675,0.406062550303,2001
742,At Night,At Night (The Unreleased Mixes),Shakedown,371.51302,0.609807805675,0.406062550303,2001
743,At Night,At Night,Shakedown,51.22567,0.609807805675,0.406062550303,2001
744,Up On The Floor,Up On The Floor,Regina,197.66812,0.593889546182,0.43459031235,0
745,Up On The Floor,Up On The Floor,Regina,387.99628,0.593889546182,0.43459031235,0
746,Up On The Floor,Up On The Floor,Regina,330.03057,0.593889546182,0.43459031235,0
747,Up On The Floor,Up On The Floor,Regina,322.21995,0.593889546182,0.43459031235,0
748,Up On The Floor,Up On The Floor,Regina,200.72444,0.783370558153,0.463149775128,0
749,Up On The Floor,Up On The Floor,Regina,390.08608,0.593889546182,0.43459031235,0
750,Up On The Floor,Up On The Floor,Regina,343.45751,0.593889546182,0.43459031235,0
751,With You I'm Born Again,Big Motown Hits & Hard To Find Classics - Volume 2,Billy Preston / Syreeta,221.28281,0.425295441644,0.362391426949,1986
752,With You I'm Born Again,True 70s,Billy Preston / Syreeta,215.53587,0.425295441644,0.362391426949,1986
753,With You I'm Born Again,To Mum Love Motown,Billy Preston / Syreeta,218.33098,0.580555352362,0.362391426949,1986
754,With You I'm Born Again,Total 70s,Billy Preston / Syreeta,216.99873,0.425295441644,0.362391426949,1986
755,With You I'm Born Again,20th Century Masters: The Millennium Collection: Best of  Motown '80s_ Vol. 2,Billy Preston / Syreeta,220.05506,0.580555352362,0.362391426949,1986
756,With You I'm Born Again,Motown 50 Love,Billy Preston / Syreeta,216.42404,0.425295441644,0.362391426949,1986
757,With You I'm Born Again,20th Century Masters: The Millennium Collection: Best Of Billy Preston,Billy Preston / Syreeta,220.52526,0.580555352362,0.362391426949,1986
758,It Makes A Fellow Proud To Be A Soldier,Tom Lehrer In Concert,Tom Lehrer,305.29261,0.61323987632,0.392368757532,1959
759,It Makes A Fellow Proud To Be A Soldier,The Wit And Wisdom Of Tom Lehrer,Tom Lehrer,158.35383,0.61323987632,0.392368757532,1959
760,It Makes A Fellow Proud To Be A Soldier,An Evening Wasted With Tom Lehrer,Tom Lehrer,294.42567,0.61323987632,0.392368757532,1959
761,La Donna Riccia,Canzoniere ' 54 - Canzoni Originali del 1954,Domenico Modugno,145.44934,0.557572817323,0.400484319101,1987
762,La donna riccia,Radio Show,Domenico Modugno,107.20608,0.557572817323,0.400484319101,1987
763,La donna riccia,I grandi interpreti della canzone italiana,Domenico Modugno,142.23628,0.557572817323,0.400484319101,1987
764,Wouldn't Change A Thing,Best Trance Hits_ Vol. 1,Jose Amnesia Feat. Jennifer Rene,442.09587,0.432840744816,0.264936486692,0
765,Wouldn't Change A Thing,The Future Sound Of Trance_ Vol. 1,Jose Amnesia Feat. Jennifer Rene,590.62812,0.432840744816,0.264936486692,0
766,Wouldn't Change A Thing,Trance Diva's_ Vol. 2,Jose Amnesia,480.7571,0.432840744816,0.264936486692,0
767,Look After You,How To Save A Life,The Fray,266.762,0.859919656969,0.641388657245,2005
