new_ID,title,length,artist,album,year,language
5761,Van Morrison - Linden Arden Stole the Highlights,157,,Veedon Fleece,08,English
5762,My Master and I,240000,Nigel Hobbins,Out of His Tree,2004,English
5763,"[Community and Ecology, Part 2]",669000,Jon  Young,Seeing Through Native Eyes: Understanding the Language of Nature,1996,English
5764,"Wasn't Bgorn to Follow - 1992-06-11: St. Louis, MO, USA",1.817,Coffee Creek,,,English
5765,Boztic - Over the Top,141,,Karl för sin rhatt,94,[Multiple languages]
5766,Love Song (Massive Blur),03:58,Melissa Ferrick,Msasive Blur,1993,
5767,009-Solace,4m 47sec,Al Di Meola,Cielo E Terra (1985),,unknown
5768,Fidel---Jackie's-Bag,7.187,Jackie McLean,,'03,En glish
5769,002-Honky Tonk Women,4m 35sec,Dan Gladis andBangladesh,Unplugged in Fleda (2003),,Eng.
5770,Federico Mompou - Impresiones intimas: VIII. Secreto,138,,Spanish Encores,,English
5771,001-Bjekkergauken,3m 47sec,Hoven Droven,Turbo (2004),,Swe.
5772,Wand,227173,Stiller Has,Geisterbahn,2006,"German, Swiss"
5773,Klaus Schulze - Ancient Ambiance (Primeval Murmur),397,,"Royal Festival Hall, Volume 2",,
5774,Qaqaq Mayu - The Power of the Spirits,4 .717,Americanta,,,Hausa
5775,Bill Ramsey - Wumba-Tumba Schokoladeneisverkäufer,149,,Seine großen Erfolge,07,German
5776,010-,4m 1sec,,Simply Me (unknown),,Tha.
5777,Baaz - Sidewalk (Dubbyman remix),,,Only But Lately EP,11,English
5778,4e Quatuor in b - 6 Menuet modéré - Paris Quartets,4.017,Musica ad Rhenum,,,
5779,Smoke Gets in Your Eyes - I'll Take Romance,3.433,Beegie Adair,,'02,Engllish
5780,God Is Love - Even Greater,unknown,Planetshakers,,'10,English
5781,010-You Don't Believe Me,3m 25sec,Stiff Little Fingers,Tinderbox (1997),,Eng.
5782,Barbie's Cradle - 121-Idlip,283,,Playing in the Fields,03,Filipino
5783,012-,2m 17sec,,ORIGINAL SOUND TRACK 2 (2012),,Jap.
5784,012-In the Shadow of the Angel,3m 16sec,Ikon,In the Shadow of the Angel (1996),,Eng.
5785,Argonne Limit Co.,278360,Centro-Matic,Love You Just the Same,2003,English
5786,Hank,56026,Nylon 66'ers,Stupido 10,1999,[Multiple languages]
5787,003-Breathless,3m 53sec,Dan Wilson,Free Life (2007),,Eng.
5788,Blood: Sasoon Zi Tavit - Interzone,10.75,Gregg Benidan,,,English
5789,カカー・セレクト - 湾岸ミッドナイト サウンドトラック,1.4,古代祐三,,'02,[Multiple languages]
5790,Come Back Home (Crazy Cajun Recordings),02:38,Freddy Fender,Crazy Cajun Recordings,2005,
5791,Blue Skies,238867,Nils Lofgren,Crooked Line,1992,English
5792,011-Brindisi,3m 27sec,Luciano Pavarotti,,,Ita.
5793,The White Stripes - You’ve Got Her in Your Pocket,220,,Elephant,03,English
5794,Herman Chittison - Harlem Rhythm Dance,138,,The Chronological Classics: Herman Chittison 1933-1941,93,English
5795,Suite Fantômas,362013,Michel agne,Fantômas,2002,French
5796,Dawn Light (full mix) - Classical Movement,1.85,Michel Brion,,,English
5797,018-She's a Light / Iowa,4m 33sec,Magic Arrows,"Little Darla Has a Treat for You, Volume 23 (2005)",,Eng.
5798,Escape,49000,Taro Iwashiro,Onimusha 2: Samurai's Destiny Original Soundtrack,2003,English
5799,"Old Skool Rocka Jam - Freakshow, Volume 1: Tales of the Travelling Tunes",3.317,Pop Shuvit,,'07,
5800,Amor ingrato - A Tod Maquina,3.909,Los Rieleros del Norte,,'91,Spanish
5801,1st Story Theme (dulcimers & accordion no percussion) - Lets Tell a Story...,0.533,Robert Luczak,,,English
5802,Brief aus Russland (Meine Seele ist noch unterwegs),02:47,Wolfgang Borchert & Johannes Kirchberg,Meine Seele ist noch unterwegs,2011,
5803,029-Venom,unknown,Noisecontrollers,Hardstyle Top 100 - Best Ever (unknown),,Eng.
5804,Title and Credits - The End of Overeating: Taking Control of the Insatiable American Appetite,0.518,David A. Kessleer,,'09,English
5805,Sympathy for the Devil,406680,The Rolling Stones,Sweet Summer Sun: Hyde Park Live,2013,English
5806,Mis ojos negros (Mucho por vivir),03:45,Rosario,Mucho por vivir,1996,
5807,009-Another Rainy Day in New York City,3m 2sec,Chicago,If You Leave Me Now (1995),,Eng.
5808,Firestarter (Eyes of the Prophet - Visions Past),02:31,Steel Prophet,Eyes of the Prophet - Visions Past,2004,
5809,Not Yet,390040,Michel Camilo,Why Not?,1985,English
5810,The Pickle Groove,236000,Ewan Dobson,Ewan DobJson II,2010,English
5811,Kan R. Gao - Lament of a Stranger,65,,To the Moon,11,English
5812,Open the Gates,45000,Tillman Sillescu,"Mystical Symphonic, Volume 5",,English
5813,Cryin’ (Get a Grip),05:10,Aerosmith,Get a Grip,2012,
5814,Like That Sound (extended vocal mix) (Big City Beats 14),04:15,Syke'n'Sugarstarr & Jay Sebag,Big City Beats 14,2011,
5815,One Ton (Volunteered Slavery),05:01,Rahsaan Roland Kirk,Volunteered Slavery,2005,
5816,ORIGA - Sineva,264,,Rira kara no kaze,96,Japanese
5817,Me jedyne niebo (Another Life),197946,Pat Metheny & Anna Maria Jopek,Upojenie,2008,Polish
5818,George Gabriel -  This Just In,102,,Elections & Politics 2,,English
5819,The Ledge (Tusk),02:08,Fleetwood Mac,Tusk,2011,
5820,Cryin',170426,Les Paul & Mary Ford,Guitar Wizard (disc 2),2002,Eng lish
5821,Desireless - Qui somme-nous,,,"Voyage, voyage",,French
5822,Kathleen - Songwriter,3.4,Andy White,,'09,English
5823,Anyone Listening,180133,Pennywise,Land of the Free?,2001,English
5824,Town (promo length) (Goofy Tunes),00:15,Lindsey Williams,Goofy Tunes,,
5825,Come To Me (LP Version) (The Solo Years (1970-81)),03:15,Tommy James & the Shondells,The Solo Years (1970-81),1991,
5826,012-ScreJam,5m 50sec,Johnny Q. Public,Extra-Ordinary (1995),,Eng.
5827,En Noche Buena,193000,Sonora Ponceña,Navidad Criolla,2000,Spanish
5828,Begadang II (excerpts),228333,[unknown],"Worlds of Music, Second Edition",1992,[Multiple languages]
5829,Flex Witeh You - Gluey Porch Treatments,0.908,Melvins,,'00,English
5830,008-Amends,6m 3sec,Braids,Flourish // Perish (unknown),,Eng.
5831,Set the Killing Free - Covers & Rare,3.776,Aztec Camera,,'93,English
5832,Thin Lizzy - The Rocker,315,,Vagabonds of the Western World,10,English
5833,Take It Out on Me (Android Warehouse),02:22,Walter Becker and Donald Fagen,Android Warehouse,1998,
5834,Light Breeze (sting) - Essential Daytime,0.1,,,,English
5835,005-Next Step in Love,3m 25sec,Clay Walker,Clay Walker (1993),,Eng.
5836,Prisoner of Dub - Sub Signals - Volume 1,2.6,Sub Oslo,,'06,English
5837,010-Level V: Exit 12,3m 52sec,Dusty Kid,III (2013),,Eng.
5838,Emotional Feelings (AC (AC Black),06:51,AC Black,AC Black,1989,
5839,Adelante,311560,Massimo Di Cataldo,Con el Alma,,
5840,001-Al saalto!,3m 11sec,Esplendor Geometrico,Live in Belgium Oct. 1996 (2006),,Spa.
5841,"Wild Thing - Classic 60's Hits, Volume 1",2.577,Troggs,,'96,English
5842,幡谷尚史 - FUU... (GAME OER),10,,MEGA DRIVE LAST ACTION HEROES,10,English
5843,El Garrón,149467,Cuarteto Guardia Vieja,"Tangos, Valses Y Milongas Inolvidables",,
5844,C.C. Pill Blues (Ragtime Guitar's Foremost Fingerpicker),02:32,Blind Blake,Ragtime Guitar's Foremost Fingerpicker,1990,
5845,Amanhã Vazio,,Hugo Pena & Gabriel,Nosso Amor Já Era,2011,
5846,Elvin Jones - Sweet and Lovely,416,,Love & Peace,82,English
5847,"Symphony No.25 in G Minor KV 183 (173dB) - Allegro con Brio (Vienna Master Series: Symphonies nos. 16, 18 and 25)",09:42,Wolfgang Amadeus Mozart,"Vienna Master Series: Symphonies nos. 16, 18 and 25",1990,
5848,Discordance Axis (Rough Trade Shops: Electronic 11),01:58,Marcus Schmickler,Rough Trade Shops: Electronic 11,2012,
5849,Tribal Nation F,30000,Todd Wollons & Thomas Merecez & Patrice C. Irving,"Drama Plus, Volume 5",,English
5850,Go (Trentemøller remix),419000,Moby,Winterworld 2007,2007,English
5851,004-Wallering,5m 26sec,Cecil_Taylor,Looking Ahead! (1959),,Eng.
5852,Break Yu Down (Early),05:28,Georgia Anne Muldrow,EEarly,2009,
5853,This Is My Night (Marley Marl remix) - Life Is a Dance: The Remix Project,5.123,Chaka Khan,,'89,English
5854,Birthday,261000,The Sugarcubes,"Various Artists Live: Alternative, dVolume 2",1994,English
5855,017-Je veux te dire adieu,2m 21sec,Charles Aznavour,Moi j'fais monrond (2005),,Fre.
5856,Bubbaloo,286893,Glengarry Bhoys,Rhoots,2003,english
5857,Heroina Przeszłości (Instrumental),180000,Azbest,Demo,2012,Polish
5858,Ain't No Sunshine,179000,The Triffids,Come Ride With Me... Wide Open Road,2010,English
5859,"015-English Folk Song Suite: III. Intermezzo ""My Bonny Boy"": Andantino",3m 59sec,Ralph Vaughan Williams,British Wind Band Classivcs (1999),,Eng.
5860,Hellsongs - [introduction],60,,"2010-08-23: Nachtmix, Bayerischer Rundfunk, Munich, Germany",10,English
5861,Intensidad,304000,Lagartija Nick,Ulterior,2001,Spanish
5862,Let Me Belong to You,186000,Brian-Hyland,Let Me Belong to You,1961,English
5863,Culture Club - Do You Really Want to Hurt Me,269,,"As 100 Mais Da Antena 1, Volume 2",09,English
5864,004-Move,7m 44sec,Dan Curtin,Pregenesis (2000),,Eng.
5865,Call Me Mr Tibbs (main title) - In the Heat of the Night / Call Me Mr Tibbs,4.642,Quincy Jones,,,English
5866,Sick (Darkside),03:52,Tim Minchin,Darkside,2005,
5867,You Took Your Time (Kyle Hall remix),,Mount Kimbie,CSFLY Remixes,2013,English
5868,010-Q-Neexionz,2m 49sec,Qult,Revolution (2008),,Ger.
5869,Part 26 - Driven to Distraction: Recognizing and Coping With Attention Deficit Disorder From Childhood Through Adulthood [ABRIDGED],2.99,"Edward M. Hallowell, M.D. & John J. Ratey, M.D.",,'03,English
5870,Dogs of War (Live (Live at the Palm Cove),00:00,Exploited,Live at Palm Cove,1983,
5871,012-I Like Lyle Lovett,2m 25sec,Chris Cacavas,Return to Sender (1996),,Eng.
5872,Hoedown (with piano solo) (Hal Leonard Student Piano Library: Piano Lessons Book 2),00:40,Hal Leonard,Hal Leonard Student Piano Library: Piano Lessons Book 2,,
5873,The Awakening - Winter Solstice Ceremony,5.77,Dik Darnell,,'92,English
5874,003-Lord (live),4m 23sec,Ginger Mackenzie,Live at the Cactus (unknown),,EnXg.
5875,Waiting for a Girl Like You - Classic Hits Live,5.658,Foreigner,,'93,English
5876,Daïpivo - Marseille,241,,Mistral de face,01,French
5877,"Symphony no. 3 in C major, op. 52: III. Moderato-Allegro (Symphonies (complete) / Valse triste / The Swan of Tuonela)",08:20,Jean Sibelius,Symphonies (complete) / Valse triste / The Swan of Tuonela,2002,
5878,Lost in Your Love - No Escape,4.5,At Vance,,'02,English
5879,The Speed of Love (CounterParts),05:02,Rush,CounterParts,2004,
5880,La Mia Famiglia Bella - Dedication,2.424,Michele McLaughlin,,,English
5881,"Concerto No. 4, BWV 1049: III. Presto",260866,Johann Sebastian Bach,"Brandenburg Concertos 4, 5 & 6 (Musica Antiqua Köln feat. conductor: Goebel)",1995,EnglTish
5882,"Not A Bad Night, Just The Usual, Really (River Sand)",06:30,Wooden Ambulance,River Sand,2013,
5883,Freestyle 24,,Les Repentis,"Neochrome, Volume 2",2005,French
5884,The Question,418533,Sweatshop Union,Natural Progression,2003,English
5885,Stillbornagain (The World Takes),10:21,overlord,The World Takes,,
5886,What It's Like (Sneijder remix) (2013-12-26: A State of Trance #645),01:37,Anain,2013-12-226: A State of Trance #645,,
5887,Loser,128800,The Solar Lodge,Blow,1994,English
5888,Zebra Stripes (narration) - Animal Tails,1.75,Charles Woods & E. Macdonald,,,English
5889,009-He's Gonna Step on You Again,4m 23sec,John Kongos,Dynamite: The Best of Glam Rock (1998),,Eng.
5890,"Pavana Lachrimae (Complete Lute Works, Volume 1 (Paul O'Dette))",06:02,JOHN Dowland,012,1997,
5891,011-Our Desert Home,3m 26sec,Hermano,...Into the Exam Room (2007),,Eng.
5892,That's Alright - The Healer,4.4,John Lee Hooker feat. Charlie Musselwhite,,'01,English
5893,Scribe Machine - Slow Wave Sleep,121,,Replicant,,
5894,Minneesota Rose Polka (Direct From Nashville),02:08,Gaylord Klancnki,Direct Fr om Nashville,1999,
5895,Hola tú - Nauta,2.881,Paco Bello,,'99,Spanish
5896,Sérgio Mendes - Bossa Nova,191,,99 x Jazz: Das Klingende Lexikon des Jazz,07,English
5897,Something Inside (Devotion: The Gold Edition),03:36,Jessie Ware,,unknown,
5898,Vortex,419000,The Female Thief,The Female Thief,2012,English
5899,The Look of Love (NFG Two Steps remix) - Navigator,4.982,José Padilla,,'02,
5900,004-Karhunlapset,1m 36sec,Ti-Ti Nalle,Ti-Ti Nallen talossa tapahtuu (2006),,Fin.
5901,Piano Concerto No. 2 - The Ultimate Classical Box,12.491,Васильевич Сергей Рахманинов,,'07,English
5902,Circle Circle Dot Dot,191000,Jamie Kennedy & Stu Stone,Circle Circle Dot Dot,2006,English
5903,Give Me Tonight (Hex Hector 2000 AD club mix),10:33,Shannon,Give Me Tonight,,
5904,0A7--Metaphysical Problems,unknown,GGK ing,Esoteric Lore (2011),,Eng.
5905,Danyel Gérard - Improvisez le 'Shout',135,,Twistin',02,French
5906,009-Caca E Cacador,4m 19sec,Fabio Jr.,Brilhante (unknown),,Por.
5907,004-This Is My Favorite Cage,4m 8sec,Joe Henry,Blood From Stars (unknown),,Eng.
5908,006-Secret Destination,5m 35sec,Before Silence,The Ultimate Nothing Nothing,,Eng.
5909,1991 (French Miami),04:37,French Miami,French Miami,2008,
5910,"Ajax, Ajax (Ajax Forever!)",02:51,Koos Alberts,Ajax Forever!,1993,
5911,008-Moon At The Window,3m 49sec,Bruce Anthony,Mr. Time (unknown),,
5912,n.a.,356,,17 Pine Avenue,,English
5913,Nattvardsgästerna - Der Schrei der Natur,9.033,Anhedonfia,,,[Multiple languages]
5914,008-Say When,3m 21sec,The Washdown,Yes to Everything (2004),,Eng.
5915,Death Ambient - Prophecy,443,,Death Ambient,95,English
5916,The Romantic Strings and Orchestra - The First Time Ever I Saw Your Facee,153,,Today's Most Beautiful Melodies,93,English
5917,Walking on Sunshine (Say Cheese! Ultimate One Hit Wonders),03:54,Katrina and the Waves,Say Cheese! Ultimate One Hit Wonders,1999,
5918,“By Any Other Name”: Finale / Thematic Playoff - Star Trek: The Original Series Soundtrack Collection,1.2,Fred Steiner,,'12,English
5919,Yngwie J. Malmsteen - Bothers,226,,The Best of 1990-1999,00,English
5920,Brass Bit 2,2000,Harry Bluestone,Comedy / Cartoon,,English
5921,Graham de Wilde - Dot Matrix (b),102,,Global Network,,English
5922,2nd Invasion - Hit,4.071,Spell Inside,,'02,English
5923,escue Me -Golden Greats,2.393,Cher,,,English
5924,Le tue parole fanno male,234013,Fiorella Mannoia,Ho imparato a sognare,2009,Italian
5925,Colete - Rapina,3.389,Forte Apache,,,Portuguese
5926,The Reclusive Monk - Ghosts,237,,A Collection of Short Tales,12,English
5927,Don't Give Up on Me (It Just Seems Right),02:11,Un cle Brian,It Just Seems Right,2004,
5928,Mexican Hat Rock - Cameo Parkway 1957-1967,2.132,Applejacks,,'05,English
5929,001-Gator Whale,4m 45sec,Grooveyard,featuring Red Holloway (1996),,Eng.
5930,004-Schau nach vorn nicht und zuruck,3m 22sec,Andrea Jurgens,Verbotene Traume (2008),,Ger.
5931,Myrskypilvet II: Selvittely / Vuodatus - Tervemenoa uTonelaan!,3.377,Heavy Metal Perse,,'05,Finnish
5932,008-Time's Cold Grasp,4m 17sec,Glass Skeleton Death March,The Death March Begins (2013),,Eng.
5933,Junk Mail (Eric Branner),04:01,Eric Branner,Eric Branner,1993,
5934,038-Haunte dGraffridgerator KKG KGB,1m 41sec,R. Stevie Moore & Ariel Pink,Ku Klux Glam (2012),,Eng.
5935,Right! (feat. Christopher Williams) (Living Testimony II: S.W.A.G.G.),,Boyz and Jesus,Living Testimony II: S.W.A.G.G.,2010,
5936,Sur le mont Everest (EP),03:02,Hej Francis!,EP,2008,
5937,013-Envision,4m 29sec,Octave One,The Collective (1998),,Eng.
5938,Konzertetüde Nr. 2 G 145 „Gnomenreigen“ (Romantische Klavierwerke),03:00,F. Liszt,Romantische Klavierwerke,,
5939,Wonderboy - Bluegrass Wrecks the Music of Tenacious D - This Is Just a Tribute,3.202,DustBowlCavaliers,,'06,English
5940,WeakLink(acousticremix)(OutoftheOcean(acousticremix)),03:41,Bess Rogers,Out of the Ocean (acoustic remix),2011,
5941,Greensleeves,131360,José Feliciano,Steve Vaus Presents: The Best of The Stars Come Out for Christmas and More...,,English
5942,005-What Do I Tell My Heart?,5m 0sec,Joe Cocker,Across From Midnight (1997),,Eng.
5943,Sidiki (Groucho's radio edit),3.861,Baaba Maal,Sidiki,'94,
5944,Baš Čelik (1. dio),146666,Zabranjeno pušenje,Dok čekaš sabah sa šejtanom,2000,Bosnian
5945,Just a Dream,198000,Bert Jansch,Live at the 12 Bar: An Authorised Bootleg,2000,English
5946,Honey Coral Rock - Negril,5.222,Eric Gale,,'03,English
5947,"Sonata in F ,HWV 369, Allegro",125973,Georg Friedrich Händel,SonatasfortheRecorder,2007,
5948,Lmfa... No - The Shady Bunch,4.367,Cookie Monsta,,'13,English
5949,That Man,195000,According to John,Greater Things,2003,Enlish
5950,"Sogni ragni - Rockit, Volume 22: Ottobre 2010",3.067,Emme Stefani,,'10,[Multiple languages]
5951,Swing Game (Electrofun Swing),01:27,Philippe Guez & Patrick Maarek,Electrofun Swing,,
5952,Stitched - The Best of Sixteen Volt™,4.75,16volt,,'09,English
5953,Here Is Gone,227000,Goo Goo Dolls,Let Love In: Live and Intimate,2006,English
5954,Vitor Hublot - Aller simple,228,,BIPPP: French Synth-Wave 1979/85,07,[Multiple languages]
5955,023-Maybe You Were the One,3m 35sec,Mowrey Dude,Top Hits U.S.A. T162 T162,,Eng.
5956,Siviiliuhri,205306,Jukka Po ika ja Kompostikopla,Jukka Poika ja Kompostikopla,2003,Finnish
5957,AbschnWitt 6,10m 24sec,Lyman Frank Bau gelesen von Senta Berger,Der Zauberer von Oz (2006),,Ger.
5958,Nellie The Elephant (Junior Choice - Volume 1),02:32,Mandy Miller,Junior Choice - Volume 1,1990,
5959,Enrique Iglesias - Oyeme,262,,Enrique,99,[Multiple languages]
5960,Cocteau Twins - Wolf in the Breast,212,,Heaven or Las Vegas,90,English
5961,Fred friss oder stirb,371000,Doctor Blocher,Free Fall Chicken Factory,1993,German
5962,"Piano Concerto No. 2 in F minor, Op. 21: I. Maestoso - The Classical Collection 56: Chopin: Romantic Masterpieces",14.17,Frédéric Chopin,,'94,English
5963,Rick Wade - Pimp Factor,310,,Harmonie Park Revisited,9,English
5964,VAGRANT (MZC Falling Into Massive Galaxy Remix) - Re:Clockwiser & A Narcissus,,発熱巫女～ず,,'11,Japanese
5965,023-Fuck The Bullshit,3m 49sec,311,Live In Rochester 97 (1997),,Eng.
5966,Pierre Perez-Vergara - Green News,94,,Very News,,English
5967,Guante & Big Cats! - Dragons,207,,An Unwelcome Guest,09,English
5968,021-Pressure,2m 42sec,Seeed,Live (2006),,unknown
5969,Infinity Ends - Hypercube,7.75,Zyce & Fox,,'08,Englihs
5970,L'hymne à l'espoir - J't'aime tout court,3.963,Nicola Ciccone,,,French
5971,002-I I,4m 42sec,,(unknown),,Chi.
5972,Frei.Wild - Unser Wille Unser Weg,231,,Gegengift,10,German
5973,"Get Rhythm - 1996-09-24: Lied Center, University of Kansas, Lawrence, KS, USA",,Johnny Cash,,,English
5974,005-Beer & Whiskey,unknown,The Killjoys,A Million Suns (1994),,Eng.
5975,Live and Let Die (Use Your Illusion I: World Tour - 1992 in Tokyo),00:00,Guns N’ Roses,Use Your Illusion I: World Tour - 1992 in Tokyo,2004,
5976,"Rocker - Essential Underground, Volume 9: Stockholm",3.433,Alter Ego,,'04,English
5977,Rhythm Is a Dancer (Armand Van Helden remix) (Ministry of Sound: Clubbers Guide Electro),00:00,Snap!,Ministry of Sound: Clubbers Guide Electro,2009,
5978,"Groovin' High - Complete iEdition, Volume 7-8: 1946",4.782,Dizzy Gillespie,,'98,English
5979,Keski-ikäinen teinityttö (Aika vapaa),02:30,Punk Lurex OK,Aika vapaa,2002,
5980,Hackers (Electronica),03:10,Tom McCarthy,Electronica,,
5981,Election Special,60000,Dafyd d Gwynne & Danny Chang,Themes & Trailers 3,,English
5982,Street Vibe - Law and Order,1.0,Rich Samalin & Christopher E. Hajian,,,English
5983,"Reach Out, I'll Be There (L'Intégrale de Paris Dernière en sept volumes)",04:32,Diana Ross,L'Intégrale de Paris Dernière en sept volumes,2009,
5984,Marseille (Mistral de face),04:01,Daïpivo,Mistral de face,2001,
5985,Nudge - Search Party,257,,Elaborate Devices for Filtering Crisis,03,English
5986,017-Synesthesia,4m 41sec,E-Z Rollers,Weekend World (1998),,Eng.
5987,Beny Moré - Yiri Yiri Bon,143,,Simply Simply Salsa: Dance Class,08,Spanish
5988,009-How's Your Mama? (Phil's Theme): 52nd Street Theme / Salt Peanuts / Harlem Nocturne,5m 4sec,Phil Woods & The Festival Orchestar,Celebration! (unknown),,unknown
5989,What Is This Thing Called Love - Big Band Reflections of Cole Porter,4.3,Jack Cooper,,'03,English
5990,Faces - Ooh La La,,,Stay With Me: Faces Anthology,12,English
5991,012-El Negro Alegre,2m 45sec,Angel Villoldo,Beginner's Guide to Tango (2004),,Spa.
5992,Fly With Me,417106,Vinex,Dance Opera Cybertrip 6,1996,Engbish
5993,Serena - Segnali di umana prseenza,5.667,Nino Buonocore,,'13,Italian
5994,The Wynners - Sha-La-La-La,177,,The Wynners - Polygram 88 Mastersonic Series,,
5995,Gerard Reve - Hoofdstuk 1a,448,,De avonden,,Dutch
5996,003-When Tommy Came Marching Home,3m 35sec,Avalon,Heritage (unknown),,Eng.
5997,Nazareth - Girls,224,,Snakes 'n' Ladders,89,English
5998,Jack Warner - Great Romance,168,,Cinematic Improvisations-Greatest Love-Sonic,,EInglish
5999,"Litaniae Lauretanae B.M.V., K. 109: Salus infirmorum (250th Anniversary Edition: Complete Sacred Works)",00:54,Wolfgang Amadeus Mozart,250th Anniversary Edition: Complete Sacred Works,2005,
6000,Patthar Ke Khuda Patthar Ke Sanam (Passions),00:00,Jagjit Singh,Passions,,
6001,A Little Bit in Love,148000,Patty Loveless,The Definitive Collection,,English
6002,Only,143982,Purple Penguin,Ultimate Chill Out,2002,English
6003,016-S&M Airlines,4m 44sec,NOFX,"1991-06-09: Parkhof, Alkmaar, Netherlands (unknown)",,Eng.
6004,Jam on Revenge (The Wikki Wikki Song) - Journeys by DJ: 70 Minutes of Madness,1.192,Newcleus,,'02,English
6005,002-Day of the So Called Glory,unknown,Gramatik,No Shortcuts (2010),,Eng.
6006,Slussen 23:15,216000,Fritjof  & Pikanen,Danvikstullsbron,,Swedish
6007,Metà settembre,238000,Calle della morte,A Dio,1996,Italian
6008,Muscle Car (Destroy Rok & Roll),03:53,Mylo feat. Freeform Five,Destroy Rock & Roll,2006,
6009,012-Be Good,4m 35sec,Black Prairie,Fortune (2014),,Eng.
6010,Steve Forbert - About a Dream,215,,Mississippi Studios Live: Volume One,04,English
6011,Peppermint Twist (Rockfile Volume 49),01:59,Joey Dee & The Starliters,Rockfile Volume 49,,
6012,Shiro Sagisu - Everyday Peace,182,,His and Her Circumstances ♥ Act 1.0,04,Japanese
6013,Meum sommium esse veritatem,93733,Thou Shalt Suffer,Somnium,2000,Latin
6014,Nightwish - Wishmaster (live),303,,Over the Hills and Far Away,08,English
6015,開発室Pixel - グラビティ,58,,洞窟物語,04,Japanese
6016,005-Magnetic,3m 22sec,Satellites & Sirens,One Noise (2014),,Eng.
6017,Even Grabl e- self=title,4.174,Treble Charger,,'96,English
6018,No Lights After Eleven - Vanity Fair,2.861,Mychael Danna,,'04,
6019,Tu n'as plus - Les Petits Matins,3.216,Charles Aznavour,,'60,French
6020,Eurostar,200000,Soundpool,On High,2006,English
6021,The Foundations - In the Bad Bad Old Days (Before You Loved Me),200,,200 Fab Sixties Favourites,01,English
6022,Bring It Back (Two Worlds),04:53,ATB,Two Worlds,2001,
6023,Birthday,248739,D'Sound feat.  Tony Momrelle,,2006,English
6024,"Where Does a Little Tear Come From? (2011-09-25: The Melting Point, Athens, GA, USA)",00:00,Meat Puppets,"2011-09-25:  The Melting Point, Athens, GA, USA",,
6025,"004-Le Tonerre, les eclairs",4m 39sec,JeanPierre Ferland,L'amour c'est d'l'ouvrage (1999),,Fre.
6026,The Chad Mitchell Trio - Four Strong Winds,213,,The Best of the Chad Mitchell Trio (The Mercury Years),98,
6027,Numbers - Quantum Living,5.617,Krowne,,'11,
6028,Bell Arabi - Bellydance Superstars4,4.4,Saad,,,
6029,Aligator,327000,DJ Matrix,Kumax 2,,English
6030,003-Pond of Tears,2m 45sec,Neuschwanstein,Alice in Wonderland (2010),,Eng.
6031,002-Insidious,3m 58sec,Rene Lavice feat. Ivy Mairi,Insidious (2013),,Eng.
6032,All Star (Exclusive Film Recording) (Rat Race),03:19,Smash Mouth,Rat Race,2001,
6033,Pod (full version) - Oxygen,2.417,Steve Ruff,,,English
6034,001-Happy Together,2m 55sec,The Turtles,Sixties (unknown),,Eng.
6035,(Watch Out for) The Normal People,,The Boomtown Rats,A Tonic for the Troops,1978,English
6036,Empty Streets B,60000,Christopher E. Hajian & William Franklin Lee,"Drama Plus, Volume 4",,English
6037,Jacques Berndorf - Titel 10,347,,Die Raffkes,06,German
6038,ボヘミアン,3.55,葛城ユキ,,'00,Japanese
6039,009-On Our Way Blues,2m 53sec,TBone Walker,Jazz & Blues (collection) (1995),,Eng.
6040,Shinedown - 45,,,Live From the Inside,05,English
6041,Rolling Stone (Living In My Suitcase),06:10,Sarasota Slitm,,,
6042,004-Not Once Not Ever (acoustic),3m 11sec,Dubstar,NO Mor e T alk (),,Eng.
6043,Baby's Lullaby (Evening Passages),03:04,Ed Van Fleet,Evening Passages,2000,
6044,"Improvisez le 'Shout' (Twistin' the Rock, Volume 8)",02:15,Danyel Gérard,"Twistin' the Rock, Volume 8",2002,
6045,013-I'm Gonna Get There,8m 1sec,Mike Farris & the Roseland Rhythm Revuew,Shout! Live (featuring the McCrary Sisters) (unknown),nu ll,Eng.
6046,New Free Radio Waves,,Glampier,Drop Dead Gorgeous,2001,English
6047,Instromental - Dolannes Melody,212,,Golden Twilight,,
6048,004-Mogul Modal,4m 35sec,Ikon,"Music for Cocktails, Part 3 (2005)",,Eng.
6049,Harmonica Rag - Directo en Moby Dick club,3.183,Ñaco y los Bluescavidas,,'99,[Multiple languages]
6050,Édith Piaf - La Goualante du pauvre Jean,122,,Compact d'or,87,French
6051,In the Shadow of the Angel,196893,Ikon,In the Shadow of the Angel,1996,English
6052,The Proclaimers - Lady Luck,219,,The Best Of...,07,English
6053,004-The Other Fall of Cambrai,3m 24sec,In Reach,Waterline (unknown),,unknown
6054,006-Pleamar,1m 26sec,Vicente Amigo,n.a.,,Spa.
6055,004-Just,4m 30sec,Radiohead,Street Spirits (unknown),,Eng.
6056,Reservations For Two - Love Changes,4.4,Kashif,,'87,English
6057,Turning - Fahom,3.35,Glass America,,,E nglish
6058,Life Machine (36 All-Time Favorites),03:35,HoytAxton,36 All-Time Favorites,2000,
6059,Aunt Lisa,,Mastodon,Once More 'Round the Sun,2014,English
6060,005-Sambuca,2m 27sec,The Wideboys feat. Dennis G,Ministry of Sound Presents: Garage Classics (unknown),,Eng.
6061,Elektra - Motorvatin',3.083,Hentchmen,,'06,English
